SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,DAT_ROJSTVO,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
3988392,4297,555323,2017-11-24,26,SI,14458514,23.8,2.19,3.19,4.52,8.42,0,3,2017-11-24,NA,0.018,65088884,0,1,NA,NA,0,6747,0,0,NA,2.27,40.99,Holstein,14.05.2014,128.9,122.8,81.4,90.7,115.1,2,17.09.2017,2017-11-23,2017-09-17,67
3988432,1011,555346,2017-11-23,19,SI,24427807,8.5,4.28,3.98,4.25,8.93,0,195,2017-11-24,NA,0.015,65089300,0,2,NA,NA,0,6750,0.02,-0.11,NA,1.55,39.9,Lisasta,22.05.2014,105,107.9,102.3,115.3,104,2,06.08.2017,2017-11-23,2017-08-06,109
3988435,10378,555517,2017-11-23,8,SI,64432962,11.2,4.61,3.1,4.38,8.2,0,30,2017-11-28,NA,0.008,65093680,0,2,NA,NA,0,6753,0,0,NA,2.92,32.15,Holstein,18.05.2014,94.9,101.1,98.2,105.8,93.1,2,17.10.2017,2017-11-27,2017-10-17,41
3988443,22393,555690,2017-11-28,45,SI,14432967,18.4,4,3.64,4.56,8.91,0,69,2017-11-30,NA,0.017,65100727,0,2,NA,NA,0,6762,0.01,-0.08,NA,1.7,38.77,Holstein,21.05.2014,117.4,127.6,94.3,112.3,107.3,2,20.07.2017,2017-11-29,2017-07-20,132
3988454,9316,555199,2017-11-22,12,SI,24431855,10.5,4.42,3.95,4.67,9.32,0,346,2017-11-23,NA,0.012,65085768,0,2,NA,NA,0,6747,0,0,NA,1.31,43.24,Lisasta,18.05.2014,118.4,117.2,93.7,97.8,115.6,2,12.06.2017,2017-11-22,2017-06-12,163
3988468,10188,555707,2017-11-29,31,SI,84325125,15.4,3.98,3.75,4.69,9.15,0,31,2017-11-30,NA,0.022,65100944,0,1,NA,NA,0,6762,-0.02,-0.1,NA,0.57,46.92,Holstein,20.05.2014,102.5,105,102.6,110.1,107.5,2,14.08.2017,2017-11-29,2017-08-14,107
3988471,10188,555707,2017-11-29,30,SI,94325124,8.8,3.2,3.79,4.85,9.36,0,538,2017-11-30,NA,0.027,65100943,0,1,NA,NA,0,6762,-0.04,-0.12,NA,1,42.53,Holstein,18.05.2014,108.8,106.7,91.2,99.8,103.8,2,17.07.2017,2017-11-29,2017-07-17,135
3988488,10188,555707,2017-11-29,29,SI,04325123,23.1,3.81,3.19,4.68,8.57,0,29,2017-11-30,NA,0.021,65100942,0,1,NA,NA,0,6762,-0.02,-0.12,NA,1.9,39.37,Holstein,17.05.2014,127.1,116.9,75.8,83.2,104.5,2,12.07.2017,2017-11-29,2017-07-12,140
3988574,12950,555284,2017-11-22,28,SI,84454049,12.7,4.66,2.93,4.83,8.47,0,55,2017-11-24,NA,0.011,65088465,0,2,NA,NA,0,6747,0,0,NA,2.29,38.31,Rjava,24.04.2014,107.8,113.4,112,111.7,110.9,2,17.10.2017,2017-11-23,2017-10-17,37
3988576,31496,555281,2017-11-21,7,SI,44454050,4.6,4.28,3.71,4.43,8.85,0,739,2017-11-24,NA,0.002,65088407,0,2,NA,NA,0,6747,0,0,NA,1.39,43.04,Lisasta,03.05.2014,93.1,90.8,74.9,80,85,1,25.08.2016,2017-11-23,2016-08-25,455
3988766,8239,555662,2017-11-28,18,SI,84466473,11.2,3.79,2.95,4.84,8.5,0,1449,2017-11-29,NA,0.027,65099360,0,1,NA,NA,0,6762,0.05,0,NA,2.07,39.86,Rjava,01.04.2014,114.6,110.2,93.6,93.1,108.8,1,10.09.2017,2017-11-28,2017-09-10,79
3989199,20000,555249,2017-11-21,24,SI,84444071,2.2,5.43,3.64,4.45,8.8,0,490,2017-11-24,NA,0.002,65088333,0,2,NA,NA,0,6747,0.12,0.1,NA,1.83,39.57,Lisasta,02.04.2014,91.3,87.8,99.5,85.7,94.3,2,03.06.2017,2017-11-23,2017-06-03,173
3989818,21005,555757,2017-11-29,3,SI,74433704,4.2,3.76,4.41,4.2,9.32,0,687,2017-11-30,NA,0.01,65102596,0,2,NA,NA,0,6765,0.03,-0.08,NA,1.24,39.27,Lisasta,20.05.2014,112,110.4,87.4,93.4,106.3,2,15.07.2017,2017-11-29,2017-07-15,137
3989825,21009,555467,2017-11-23,12,SI,14430776,5.2,3.87,3.23,4.48,8.42,0,384,2017-11-27,NA,0.003,65091601,0,2,NA,NA,0,6750,0.09,-0.01,NA,2.76,31.71,Lisasta,14.04.2014,92.4,89.1,90.2,81.2,90.8,2,20.05.2017,2017-11-26,2017-05-20,190
3989826,21009,555467,2017-11-23,13,SI,04430777,7.4,4.03,3.6,4.79,9.1,0,229,2017-11-27,NA,0.004,65091602,0,2,NA,NA,0,6750,0.02,-0.07,NA,1.99,35.52,Lisasta,19.04.2014,79.3,78.7,82.7,97.3,77.3,2,31.07.2017,2017-11-26,2017-07-31,118
3989863,21215,555204,2017-11-22,8,SI,84318026,8.3,5.22,3.67,4.71,9.09,0,13,2017-11-23,NA,0.008,65085891,0,2,NA,NA,0,6747,0.07,0.03,NA,1.17,45.51,Lisasta,12.05.2014,103.5,101.6,110.7,98.2,107.2,2,28.05.2017,2017-11-22,2017-05-28,178
3990091,2092,555402,2017-11-24,12,SI,44423980,13,4.77,3.85,4.78,9.33,0,33,2017-11-27,NA,0.018,65091045,0,2,NA,NA,0,6750,0,0,NA,1.02,42.54,Rjava,20.05.2014,128.7,128.4,105.2,116.4,127.3,1,22.10.2016,2017-11-26,2016-10-22,400
3990092,2092,555402,2017-11-24,13,SI,34423981,12,4.18,3.34,5.03,9.08,0,364,2017-11-27,NA,0.018,65091046,0,2,NA,NA,0,6750,0,0,NA,1.06,42.98,Rjava,22.05.2014,113.8,108.4,76.2,101.3,100.9,1,20.01.2017,2017-11-26,2017-01-20,310
3990159,7816,555492,2017-11-24,21,SI,64511850,6.2,4.57,3.54,4.82,9.08,0,109,2017-11-27,NA,0.007,65092319,0,2,NA,NA,0,6753,0.1,-0.02,NA,0.88,44.77,Lisasta,10.05.2014,115.8,107.7,87.9,79.7,110.3,1,03.01.2017,2017-11-26,2017-01-03,327
3990662,4743,555563,2017-11-28,17,SI,64321006,12.1,5.15,4.15,4.85,9.72,0,46,2017-11-28,NA,0.02,65093948,0,1,NA,NA,0,6753,-0.01,-0.14,NA,0.46,45.42,Holstein,05.05.2014,101.7,106,118.1,104.9,116.1,1,10.08.2016,2017-11-27,2016-08-10,474
3990733,24533,555228,2017-11-22,9,SI,74433302,4.7,3.72,3.38,4.34,8.43,0,25,2017-11-24,NA,0.014,65088092,0,1,NA,NA,0,6747,0,0,NA,2.47,34.63,Lisasta,22.05.2014,96.6,99.5,99.9,93.4,94.7,1,07.04.2017,2017-11-23,2017-04-07,230
3990765,16111,555804,2017-11-29,71,SI,84430315,0,3.53,3.77,4.96,9.44,0,44,2017-12-01,NA,0.03,65104857,0,1,NA,NA,0,6765,-0.02,-0.12,NA,1.1,44.74,Holstein,27.05.2014,116.4,118.9,88.7,107.8,107,2,16.04.2017,2017-11-30,2017-04-16,228
3990785,6172,555780,2017-11-30,21,SI,64427212,0,3.42,3.56,4.44,8.7,0,96,2017-12-01,NA,0.012,65104472,0,1,NA,NA,0,6765,-0.02,-0.09,NA,1.53,43.84,Lisasta,07.05.2014,126,118.8,87.6,88.1,118.1,2,13.06.2017,2017-11-30,2017-06-13,170
3990788,20749,555777,2017-11-29,12,SI,34429451,0,5.32,3.8,4.36,8.87,0,82,2017-12-01,NA,0.02,65104392,0,2,NA,NA,0,6765,0.04,-0.09,NA,1.31,43.87,Lisasta,27.04.2014,115.4,112.5,91.4,93.5,110.6,2,14.05.2017,2017-11-30,2017-05-14,200
3990836,5322,555561,2017-11-27,16,SI,54322417,12.2,5.03,3.74,4.48,8.93,0,24,2017-11-28,NA,0.023,65093918,0,2,NA,NA,0,6753,0.03,-0.09,NA,0.43,48.9,Lisasta,16.05.2014,114.8,108.2,110.7,91.4,117.2,2,11.05.2017,2017-11-27,2017-05-11,200
3990837,5322,555561,2017-11-27,17,SI,44322418,15.6,4.82,3.13,4.63,8.47,0,151,2017-11-28,NA,0.021,65093919,0,2,NA,NA,0,6753,0.03,-0.04,NA,2.13,39.41,Lisasta,24.05.2014,86.2,87.2,89,124.3,82.3,2,25.08.2017,2017-11-27,2017-08-25,94
3990886,9302,555539,2017-11-22,7,SI,94431968,11.3,5.56,3.92,4.65,9.28,0,33,2017-11-28,NA,0.011,65093865,0,2,NA,NA,0,6753,0,0,NA,0.94,44.03,Lisasta,26.05.2014,110.2,112.5,106.7,108.1,111.4,1,21.01.2017,2017-11-27,2017-01-21,310
3990903,6224,555820,2017-11-28,30,SI,44433927,0,4.31,3.86,4.88,9.45,0,498,2017-12-01,NA,0.035,65105048,0,2,NA,NA,0,6765,0.01,-0.05,NA,0.79,44.81,Holstein,23.05.2014,104.2,106,96.2,108.9,89.4,2,15.07.2017,2017-11-30,2017-07-15,138
3990913,1834,555391,2017-11-24,25,SI,14327818,17.6,3.64,3.29,4.97,8.96,0,35,2017-11-27,NA,0.022,65090704,0,1,NA,NA,0,6750,0,0,NA,0.5,47.82,Holstein,04.05.2014,118.1,116,104.7,99,120.7,2,17.08.2017,2017-11-26,2017-08-17,101
3991363,5372,555347,2017-11-24,4,SI,94431858,9,3.95,3.65,4.52,8.88,0,33,2017-11-24,NA,0.027,65089310,0,1,NA,NA,0,6750,0.05,-0.08,NA,1.41,41.66,Lisasta,29.05.2014,98.3,101.3,102.9,102.9,100.9,2,06.09.2017,2017-11-23,2017-09-06,78
3991526,32186,555842,2017-11-29,15,SI,84285744,0,4.1,3.34,4.52,8.57,0,425,2017-12-01,NA,0.021,65105439,0,2,NA,NA,0,6765,0,0,NA,1.83,39.62,Holstein,02.06.2014,109.9,108.3,90.1,92.7,106.3,1,19.12.2016,2017-11-30,2016-12-19,346
3991607,15772,555666,2017-11-28,5,SI,54233458,14.5,4.37,3.87,4.6,9.18,0,2041,2017-11-29,NA,0.015,65099440,0,1,NA,NA,0,6762,-0.02,-0.11,NA,0.98,45,Lisasta,03.03.2014,147.8,147.4,102.6,101.2,147.8,2,12.03.2017,2017-11-28,2017-03-12,261
3992677,12940,555280,2017-11-22,16,SI,54375501,15.5,4.16,2.91,4.58,8.2,0,53,2017-11-24,NA,0.013,65088392,0,1,NA,NA,0,6747,0.08,0.01,NA,3.17,34.13,Holstein,07.04.2014,105.7,102.5,97.4,89.9,103.6,2,26.09.2017,2017-11-23,2017-09-26,58
3994665,25746,555399,2017-11-24,27,SI,84431165,8.3,4,3.18,4.63,8.52,0,23,2017-11-27,NA,0.012,65090949,0,2,NA,NA,0,6750,-0.05,-0.15,NA,1.34,41.23,Holstein,22.05.2014,108.5,105.8,82.6,85.4,99.7,2,27.10.2017,2017-11-26,2017-10-27,30
3994815,6753,555198,2017-11-23,45,SI,84425050,19.4,3.58,3.11,4.98,8.8,0,20,2017-11-23,NA,0.01,65085735,0,1,NA,NA,0,6747,0,-0.05,NA,2.03,39.66,Holstein,28.05.2014,116.4,104.5,73.7,81.7,90.7,2,18.10.2017,2017-11-22,2017-10-18,35
3994857,31065,555682,2017-11-27,5,SI,04494421,8,3.71,2.89,4.58,8.18,0,90,2017-11-29,NA,0.01,65099663,0,2,NA,NA,0,6762,0.12,0.06,NA,2.29,35.96,Rjava,02.06.2014,102.4,98.3,99,79.2,103.1,2,21.08.2017,2017-11-28,2017-08-21,99
3995259,8458,555710,2017-11-28,20,SI,64432292,5.1,3.57,3.07,4.86,8.64,0,69,2017-11-30,NA,0.004,65101003,0,2,NA,NA,0,6762,0,0,NA,1.7,39.45,Lisasta,31.05.2014,103.7,99.6,86,94.2,101.4,1,01.05.2017,2017-11-29,2017-05-01,212
3995485,5327,555713,2017-11-29,11,SI,34367104,15.8,4.1,3.05,4.92,8.69,0,10,2017-11-30,NA,0.01,65101049,0,1,NA,NA,0,6762,0,-0.06,NA,1.67,41.87,Lisasta,06.05.2014,107.5,104.3,130.9,96.7,120.1,2,29.09.2017,2017-11-29,2017-09-29,61
3996230,2905,555858,2017-12-01,10,SI,14431863,0,4.08,3.77,4.49,8.97,0,39,2017-12-01,NA,0.03,65105709,0,1,NA,NA,0,6765,0,0,NA,0.38,46.28,Lisasta,24.05.2014,113.1,110.8,85.2,91.8,105.1,1,24.02.2017,2017-11-30,2017-02-24,279
3996238,5372,555347,2017-11-24,5,SI,84431866,6,4.61,3.97,4.74,9.41,0,64,2017-11-24,NA,0.028,65089311,0,1,NA,NA,0,6750,0.02,-0.14,NA,0,53.82,Lisasta,10.06.2014,107,107.3,106.3,91.3,110.2,1,01.07.2016,2017-11-23,2016-07-01,510
3996612,22625,555706,2017-11-27,9,SI,44432658,5.8,4.37,3.38,4.71,8.8,0,28,2017-11-30,NA,0.006,65100913,0,2,NA,NA,0,6762,0,0,NA,1.27,42.79,Lisasta,29.05.2014,110.2,106.3,93.5,87.2,107.8,1,22.03.2017,2017-11-29,2017-03-22,252
3996645,15992,555451,2017-11-24,23,SI,44428710,6.5,4.44,3.46,4.63,8.8,0,25,2017-11-27,NA,0.01,65091385,0,1,NA,NA,0,6750,0.06,-0.08,NA,1.04,44.45,Lisasta,03.05.2014,91.4,92.4,105.5,106.7,97.9,1,10.02.2017,2017-11-26,2017-02-10,289
3996816,6470,555233,2017-11-21,8,SI,24495255,8.4,6.46,5.63,4.24,10.58,0,761,2017-11-24,NA,0.014,65088160,0,2,NA,NA,0,6747,0,0,NA,0,55.84,Rjava,10.06.2014,98,103.4,106,113.5,104.7,1,23.01.2017,2017-11-23,2017-01-23,304
3996817,6470,555233,2017-11-21,7,SI,34495254,9.3,5.42,4.11,4.56,9.38,0,139,2017-11-24,NA,0.022,65088159,0,2,NA,NA,0,6747,0,0,NA,0.85,45.01,Rjava,10.06.2014,109.4,115.6,110.2,114.1,115.6,1,21.04.2017,2017-11-23,2017-04-21,216
3997576,7813,555778,2017-11-29,8,SI,14434165,0,3.5,3.32,4.65,8.68,0,272,2017-12-01,NA,0.014,65104427,0,1,NA,NA,0,6765,0,0,NA,1.94,40.96,Lisasta,01.05.2014,117.8,115.1,83,94,109.2,2,05.07.2017,2017-11-30,2017-07-05,148
3997642,36625,555641,2017-11-29,32,SI,74494383,8,3.92,3.76,4.58,9.05,0,821,2017-11-29,NA,0.014,65097316,0,1,NA,NA,0,6756,-0.01,-0.07,NA,0.91,43.77,Holstein,07.06.2014,100.9,102.1,90.6,97.6,95.7,1,10.08.2016,2017-11-28,2016-08-10,475
3998708,8458,555710,2017-11-28,21,SI,94433331,6,3.69,3.68,4.65,9.04,0,24,2017-11-30,NA,0.004,65101004,0,2,NA,NA,0,6762,0,0,NA,0.47,45.37,Lisasta,05.06.2014,87.3,89.8,74,106.6,84.4,1,02.06.2017,2017-11-29,2017-06-02,180
3998727,10248,555243,2017-11-21,6,SI,84431990,10.2,3.73,3.28,4.75,8.74,0,15,2017-11-24,NA,0.014,65088223,0,2,NA,NA,0,6747,0,0,NA,1.62,41.91,Lisasta,27.05.2014,108.2,106.8,92,97.5,106,2,02.09.2017,2017-11-23,2017-09-02,82
3999060,20948,555454,2017-11-25,47,SI,54426078,11.5,5.26,3.51,4.56,8.78,0,19,2017-11-27,NA,0.018,65091459,0,1,NA,NA,0,6750,0.04,-0.07,NA,1.02,45.16,Lisasta,21.04.2014,111.9,104.4,106.9,80.3,112.7,1,23.02.2017,2017-11-26,2017-02-23,276
3999190,5296,555760,2017-11-29,14,SI,04320290,9.7,4.69,4.21,4.64,9.56,0,92,2017-11-30,NA,0.012,65101232,0,2,NA,NA,0,6762,-0.02,-0.14,NA,0.83,44.15,Lisasta,24.05.2014,103.3,114.1,101.5,138.9,106.5,2,10.09.2017,2017-11-29,2017-09-10,80
3999236,5296,555760,2017-11-29,12,SI,64320287,8,4.54,4.17,4.77,9.65,0,27,2017-11-30,NA,0.01,65101230,0,2,NA,NA,0,6762,0.01,-0.08,NA,0.63,43.28,Lisasta,25.04.2014,92,95.9,104.5,128.6,96.6,2,14.08.2017,2017-11-29,2017-08-14,107
3999284,15806,555189,2017-11-22,19,SI,94428973,10.5,4.76,3.21,4.56,8.48,0,116,2017-11-23,NA,0.029,65085557,0,2,NA,NA,0,6747,0,0,NA,2.51,37.34,Lisasta,15.05.2014,125.1,113.3,115.4,79.8,130.8,2,01.07.2017,2017-11-22,2017-07-01,144
3999865,6017,555484,2017-11-23,22,SI,24379474,6.2,4.25,3.64,4.87,9.21,0,258,2017-11-27,NA,0.01,65091865,0,1,NA,NA,0,6750,0,0,NA,0.64,42.91,Holstein,24.04.2014,109.3,104,78.4,93.8,94.3,1,29.06.2016,2017-11-26,2016-06-29,515
3999866,6017,555484,2017-11-23,23,SI,14379475,16.8,3.46,3.32,4.96,8.99,0,38,2017-11-27,NA,0.009,65091866,0,1,NA,NA,0,6750,0,0,NA,1.92,38.92,Holstein,24.04.2014,116.2,111.9,89.2,97.4,103.7,2,01.09.2017,2017-11-26,2017-09-01,86
3999912,739,555673,2017-11-29,8,SI,74494273,7.7,3.9,3.28,4.66,8.65,0,171,2017-11-29,NA,0.009,65099544,0,1,NA,NA,0,6762,0,0,NA,1.37,42.22,Lisasta,11.06.2014,91.4,89.1,90,82.4,88.1,2,10.06.2017,2017-11-28,2017-06-10,171
4000597,5295,555466,2017-11-24,5,SI,14434172,3,4.11,4.32,3.97,9,0,448,2017-11-27,NA,0.012,65091580,0,2,NA,NA,0,6750,0.07,-0.09,NA,2.05,32.07,Lisasta,15.05.2014,98.5,96.6,79.1,102.8,89.4,1,10.05.2017,2017-11-26,2017-05-10,200
4000630,21871,555487,2017-11-24,19,SI,14433126,13.4,4.12,3.27,4.95,8.93,0,402,2017-11-27,NA,0.025,65091943,0,1,NA,NA,0,6750,0,0,NA,1.15,43.15,Holstein,30.05.2014,98.5,101.6,92.1,105.8,96.3,2,17.09.2017,2017-11-26,2017-09-17,70
4000647,9343,555497,2017-11-27,7,SI,04494445,16.6,4.09,2.93,4.93,8.57,0,81,2017-11-27,NA,0.002,65092398,0,1,NA,NA,0,6753,0.06,0.01,NA,2.24,37.77,Holstein,10.06.2014,101.9,99.3,101.2,89.4,98.8,2,29.10.2017,2017-11-26,2017-10-29,28
4000716,6673,555245,2017-11-23,11,SI,04547921,14,3.08,2.79,4.92,8.41,0,21,2017-11-24,NA,0.027,65088263,0,1,NA,NA,0,6747,0,0,NA,2.14,40.19,Lisasta,12.06.2014,109,105.3,90.7,93.7,107.4,1,17.01.2017,2017-11-23,2017-01-17,310
4000802,16301,555177,2017-11-21,29,SI,84431880,7,4.23,3.41,4.67,8.79,0,91,2017-11-23,NA,0.015,65085398,0,2,NA,NA,0,6747,0,0,NA,1.64,39.18,Holstein,12.06.2014,103.6,99.6,90.1,91.2,102.8,1,03.03.2017,2017-11-22,2017-03-03,264
4000819,7364,555247,2017-11-22,14,SI,34319352,7,4.1,3.49,4.62,8.82,0,32,2017-11-24,NA,0.017,65088301,0,2,NA,NA,0,6747,0,0,NA,1.23,42.58,Lisasta,06.06.2014,114.8,113.7,96.9,92.3,115.7,1,22.01.2017,2017-11-23,2017-01-22,305
4001023,31204,555365,2017-11-24,34,SI,04494311,51.3,3.98,3.11,4.6,8.42,0,46,2017-11-24,NA,0.014,65089696,0,2,NA,NA,0,6750,0,0,NA,1.65,38.25,Holstein,06.06.2014,131.1,127,81.3,90.9,112.4,2,27.06.2017,2017-11-23,2017-06-27,149
4001026,31204,555365,2017-11-24,22,SI,14494334,17.2,4.18,4.13,4.49,9.34,0,358,2017-11-24,NA,0.011,65089684,0,2,NA,NA,0,6750,0,0,NA,0,43.1,Holstein,09.06.2014,122.7,122.7,88.5,94.5,113.5,1,11.06.2016,2017-11-23,2016-06-11,530
4001910,7866,555171,2017-11-22,20,SI,34424528,19.1,3.97,2.8,4.58,8.09,0,457,2017-11-23,NA,0.008,65085274,0,1,NA,NA,0,6747,0.04,-0.04,NA,3.24,33.29,Holstein,02.06.2014,122.6,121.1,90.8,96.4,109.9,2,05.10.2017,2017-11-22,2017-10-05,48
4001911,7866,555171,2017-11-22,19,SI,44424527,18.5,4,2.96,4.71,8.38,0,14,2017-11-23,NA,0.009,65085273,0,1,NA,NA,0,6747,-0.02,-0.11,NA,1.64,42.4,Holstein,09.06.2014,97.6,95,105.7,93.4,99.4,2,06.09.2017,2017-11-22,2017-09-06,77
4002463,11057,555312,2017-11-23,7,SI,24424828,7,5.98,5.1,4.55,10.36,0,126,2017-11-24,NA,0.004,65088722,0,2,NA,NA,0,6747,0,0,NA,0,50.39,Holstein,12.06.2014,103.6,121.3,130.7,143.2,123.9,2,20.06.2017,2017-11-23,2017-06-20,156
4002465,7853,555751,2017-11-30,10,SI,24433565,5.8,5.2,3.66,4.57,8.94,0,186,2017-11-30,NA,0.005,65102509,0,1,NA,NA,0,6765,0,0,NA,1.08,46.49,Lisasta,08.06.2014,100.4,98.3,99.7,82.8,99.9,1,20.12.2016,2017-11-29,2016-12-20,344
4002648,9302,555539,2017-11-22,8,SI,04433237,16.4,4.05,2.77,4.74,8.22,0,832,2017-11-28,NA,0.018,65093866,0,2,NA,NA,0,6753,0,0,NA,1.96,39.32,Holstein,13.06.2014,107.8,109.9,113.2,95.9,114.7,2,09.10.2017,2017-11-27,2017-10-09,49
4002725,8976,555157,2017-11-17,13,SI,24381389,4.8,5.02,4.12,4.48,9.31,0,174,2017-11-23,NA,0.024,65085197,0,2,NA,NA,0,6747,0,0,NA,0.37,46.95,Rjava,14.06.2014,104.6,108.1,99.2,103.6,107,1,09.05.2017,2017-11-22,2017-05-09,197
4002726,7854,555791,2017-11-28,12,SI,14424575,0,5.43,3.8,4.64,9.15,0,65,2017-12-01,NA,0.045,65104681,0,2,NA,NA,0,6765,0.07,-0.1,NA,0.43,47.52,Rjava,13.06.2014,105.2,109.7,115.2,111.2,114,1,15.03.2017,2017-11-30,2017-03-15,260
4002774,2092,555402,2017-11-24,14,SI,24495114,14.6,3.01,3.87,4.74,9.32,0,347,2017-11-27,NA,0.02,65091047,0,2,NA,NA,0,6750,0,0,NA,0.48,42.94,Rjava,01.06.2014,124.6,126.6,97.6,110.7,122.9,1,10.07.2017,2017-11-26,2017-07-10,139
4002815,30116,555244,2017-11-22,20,SI,54516382,11.2,5.15,3.86,4.65,9.22,0,41,2017-11-24,NA,0.006,65088248,0,2,NA,NA,0,6747,0,-0.08,NA,1.11,46.42,Holstein,09.06.2014,98.6,107.5,119.4,120,112.6,1,14.03.2017,2017-11-23,2017-03-14,254
4002836,30116,555244,2017-11-22,19,SI,74516380,13.4,3.93,3.8,4.54,9.05,0,146,2017-11-24,NA,0.007,65088247,0,2,NA,NA,0,6747,0.02,-0.05,NA,0.9,44.99,Holstein,01.06.2014,121.5,131.9,101.5,118.3,118.2,1,10.06.2017,2017-11-23,2017-06-10,166
4002863,7870,555174,2017-11-22,21,SI,34281271,10,4.25,3.56,4.78,9.05,0,32,2017-11-23,NA,0.015,65085318,0,1,NA,NA,0,6747,-0.02,-0.09,NA,1.72,39.27,Holstein,22.05.2014,99.7,106.1,115.6,117.8,110.3,1,27.05.2017,2017-11-22,2017-05-27,179
4004613,16270,555410,2017-11-24,30,SI,34323771,14.7,4.47,3.46,4.83,9,0,16,2017-11-27,NA,0.017,65091161,0,1,NA,NA,0,6750,-0.02,-0.13,NA,1.63,40.54,Holstein,17.06.2014,124.5,127.8,99.4,103.8,121.6,2,11.07.2017,2017-11-26,2017-07-11,138
4004632,7348,555684,2017-11-29,36,SI,34425237,12.7,4.5,3.53,4.87,9.11,0,11,2017-11-30,NA,0.002,65100609,0,1,NA,NA,0,6762,0.02,-0.09,NA,0.32,48.23,Lisasta,30.05.2014,104.4,108.1,100.4,115.2,102.7,2,01.11.2017,2017-11-29,2017-11-01,28
4004703,4332,555341,2017-11-22,12,SI,24511483,6.2,4.71,3.65,4.61,8.98,0,80,2017-11-24,NA,0.03,65089215,0,2,NA,NA,0,6747,0,0,NA,1.31,41.97,Lisasta,09.06.2014,91.8,93.2,92.4,100.6,90.7,1,17.02.2017,2017-11-23,2017-02-17,279
4004710,7305,555867,2017-11-30,12,SI,64495660,0,3.97,3.07,4.64,8.42,0,10,2017-12-01,NA,0.005,65105917,0,1,NA,NA,0,6765,0,0,NA,1.54,45.01,Lisasta,17.06.2014,104.7,106,99.4,94.1,102.7,1,26.01.2017,2017-11-30,2017-01-26,308
4004728,16113,555340,2017-11-20,15,SI,44363123,11.3,3.26,3.24,4.85,8.79,0,9,2017-11-24,NA,0.018,65089197,0,2,NA,NA,0,6747,0.07,-0.03,NA,1.09,43.23,Lisasta,06.06.2014,103.3,106.3,95.8,108.7,101.8,2,21.10.2017,2017-11-23,2017-10-21,33
4004733,2255,555648,2017-11-27,14,SI,74494280,5.8,5.19,3.46,4.75,8.92,0,121,2017-11-29,NA,0.025,65097461,0,2,NA,NA,0,6756,0,0,NA,1.81,38.77,Lisasta,22.06.2014,107.4,104.5,86.5,86.1,101.7,1,30.01.2017,2017-11-28,2017-01-30,302
4005419,9118,555672,2017-11-28,9,SI,14494286,10.9,4.23,3.73,4.7,9.14,0,25,2017-11-29,NA,0.012,65099531,0,2,NA,NA,0,6762,0,0,NA,0.62,46.72,Lisasta,21.06.2014,105.7,105,99.5,100.3,104.1,2,18.07.2017,2017-11-28,2017-07-18,133
4005476,3560,555400,2017-11-23,27,SI,64354350,11,3.84,2.93,4.59,8.23,0,24,2017-11-27,NA,0.022,65090993,0,2,NA,NA,0,6750,0,0,NA,1.89,38.86,Holstein,30.05.2014,117.2,116.8,71.7,95,96.5,1,18.09.2017,2017-11-26,2017-09-18,69
4005497,8436,555362,2017-11-23,10,SI,14429350,3.4,3.39,3.38,4.28,8.36,0,439,2017-11-24,NA,0.001,65089618,0,2,NA,NA,0,6750,0,0,NA,2.69,30.49,Lisasta,18.06.2014,99.4,98.3,109.4,90.9,104.6,1,06.09.2016,2017-11-23,2016-09-06,443
4005499,9365,555413,2017-11-22,13,SI,44388975,7,4.75,3.93,4.61,9.26,0,25,2017-11-27,NA,0.024,65091230,0,2,NA,NA,0,6750,0.05,-0.07,NA,0.84,42.39,Rjava,05.06.2014,102.5,103.8,102.9,108.8,104.2,1,13.03.2017,2017-11-26,2017-03-13,258
4005639,21711,555665,2017-11-28,21,SI,64383655,6.4,4.2,3.51,4.83,9.05,0,96,2017-11-29,NA,0.02,65099430,0,2,NA,NA,0,6762,0,0,NA,1.04,46.22,Lisasta,26.04.2014,95.9,93.6,105.2,87.6,98.7,1,30.03.2017,2017-11-28,2017-03-30,243
4006428,21260,555154,2017-11-21,16,SI,34433746,9.5,4.29,3.2,4.69,8.6,0,52,2017-11-23,NA,0.001,65085143,0,1,NA,NA,0,6747,0.11,0.04,NA,1.96,39.32,Lisasta,13.06.2014,104.5,101.8,95.5,76.5,103.3,2,01.10.2017,2017-11-22,2017-10-01,52
4007156,82253,555654,2017-11-28,21,SI,34495780,9.4,3.57,3.43,4.71,8.85,0,43,2017-11-29,NA,0.006,65097571,0,2,NA,NA,0,6756,0,-0.05,NA,1.22,42.82,Holstein,24.06.2014,111.8,107.2,79.7,81.1,96,1,12.09.2016,2017-11-28,2016-09-12,442
