Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
0,4.11,2.91,4.71,65124410,2.25,41.43,Holstein
0,3.58,3.27,4.77,65122589,1.22,46.6,Holstein
4,5.69,2.98,4.78,65089229,2.18,39.97,Lisasta
19.4,4.68,4.14,4.52,65106233,0.74,46.76,Holstein
9.2,4.86,4.27,4.72,65097435,0,53.81,Lisasta
6.8,4.89,4.11,4.76,65097436,0,46.9,Lisasta
8.5,5.24,3.87,4.48,65085182,0.11,50.75,Lisasta
0,3.6,3.61,4.82,65126369,0.62,50.49,Lisasta
17.1,4.14,3.93,4.48,65089698,1.87,33.43,Holstein
0,3.83,3.12,4.73,65126317,1.93,43.12,Lisasta
0,4.79,3.91,4.34,65124736,1.06,44.86,Lisasta
13.2,3.63,2.88,4.67,65093541,2.09,36.82,Rjava
5,5.43,4.37,4.12,65115621,0.78,44.24,Holstein
8.5,6.32,4.48,4.39,65097523,0,50.93,Rjava
4.6,5.66,4.33,4.59,65085892,0.49,45.74,Lisasta
12.5,4.29,3.02,4.89,65085893,1.01,45.71,Lisasta
11.2,5.19,4.15,4.62,65107536,0.6,46.56,Holstein
23.7,2.87,2.87,4.6,65110845,2.65,36.51,Holstein
3,1.79,4.12,5.02,65088645,0,54.37,Lisasta
5.4,4.29,3.84,4.97,65099487,1.21,42.05,Lisasta
8.1,4.85,3.37,4.5,65092295,1.46,40.46,Rjava
19.6,3.32,3,4.86,65119764,3.17,33.81,Holstein
9.3,4.75,3.83,4.58,65085940,1.25,42.17,Holstein
8.8,4.57,3.98,4.88,65091900,0,50.29,Rjava
12,4.04,3.55,4.55,65115915,1.49,42.63,Rjava
9,4.84,4.3,4.65,65088501,0,46.52,Holstein
10.4,4.52,4.33,4.9,65105961,1.13,40.29,Lisasta
10.3,3.9,3.59,4.61,65085939,1.41,41.14,Holstein
8.2,6.09,4.81,4.49,65100731,0,54.58,Holstein
9.9,4.38,4.01,4.54,65100732,1.07,44.3,Holstein
8.6,4.19,3.13,4.83,65090877,1.62,38.52,Holstein
5.6,5.66,3.74,4.75,65096955,0.94,46.41,Lisasta
15.3,3.98,3.99,4.68,65085559,0,66.91,Lisasta
13.9,3.98,3.38,5.01,65085560,1.45,41.98,Lisasta
11.1,3.91,3.53,4.6,65093595,1.48,40.32,Holstein
13.5,3.98,3.37,4.44,65091129,1.06,42.83,Holstein
8.7,6.91,3.96,4.68,65104571,0.87,49.2,Holstein
6.3,5.88,4.13,4.29,65104572,1.89,38.97,Holstein
16.6,3.34,2.98,4.79,65104568,2.84,35.51,Holstein
16.3,4.44,3.44,4.68,65104569,1.65,43.51,Holstein
5,5.35,3.76,4.5,65105653,1.21,42.67,Lisasta
5,4.3,3.23,4.66,65089620,2.06,35.56,Lisasta
13.9,6.35,3.36,4.6,65085746,1.6,42.85,Holstein
0,4.09,3.49,4.52,65124984,2.66,37.03,Lisasta
4,3.99,3.44,4.5,65120123,3.28,29.71,Lisasta
14.4,3.64,2.7,4.41,65088390,2.99,35.32,Holstein
8.4,4.1,3.47,4.13,65090994,1.62,37.92,Holstein
7.2,4.92,3.09,4.47,65099326,2.78,37.43,Lisasta
12.3,5.81,4.4,4.55,65093951,0,53.35,Holstein
10,4.14,3.36,4.74,65116469,1.3,44.77,Holstein
10.2,7.17,3.83,4.08,65116472,1.93,41.08,Holstein
33.6,2.37,3.39,4.8,65090823,1.22,40.2,Holstein
19.6,3.02,3.32,4.88,65090824,2.09,35.04,Holstein
22.4,3.16,3.18,4.83,65107952,2.1,41.87,Holstein
11.3,4.72,3.39,4.45,65107951,2.81,37.39,Holstein
13.4,4.48,3.28,4.84,65093922,0.94,45.03,Lisasta
12,3.23,3.37,4.85,65116198,1.69,40.62,Holstein
0,4.54,4.16,4.73,65124889,0,51.3,Holstein
22.3,3.16,3.18,5,65091165,1.6,41.98,Holstein
0,4.63,3.76,4.85,65125611,0.78,46.72,Rjava
6.2,4.91,3.88,4.33,65088976,1.54,39.85,Lisasta
12,4.33,3.35,4.65,65104741,2.15,40.61,Holstein
7.1,4.06,3.57,4.55,65099520,1.36,41.4,Lisasta
0,4.42,3.28,4.77,65125448,2.04,40.47,Rjava
2.6,4.26,4.38,4.57,65099545,0,54.15,Lisasta
12.3,3.71,3.9,4.74,65089949,0.36,46.46,Lisasta
4,4.9,3.93,4.77,65091689,0.52,42.28,Holstein
10.2,3.93,3.08,4.68,65097477,1.49,42.38,Lisasta
8.5,3.81,3.15,4.43,65092322,1.95,38.95,Lisasta
7,4.05,3.33,4.66,65092323,1.48,39.63,Lisasta
8,4.78,3.93,4.58,65105325,0.73,47.33,Lisasta
4,4.57,3.93,4.64,65102527,1.09,44.91,Lisasta
12,4.22,3.61,4.93,65085217,1.82,39.87,Holstein
8.5,3.69,3.75,5.06,65104858,0.88,45.31,Holstein
12.8,2.76,3.3,4.95,65104859,2.05,41.06,Holstein
6,4.49,3.73,4.66,65091901,0.85,42.76,Rjava
13.5,3.94,3.46,4.72,65089094,2.31,38.54,Holstein
9.6,4.41,3.65,4.73,65091025,0.11,48.03,Lisasta
7,4.24,3.75,4.45,65091024,0.13,48.18,Holstein
0,4.46,4.1,4.63,65124798,0,51.77,Rjava
8.8,4.99,3.4,4.73,65115884,1.48,44.63,Holstein
8.9,5.14,4.91,4.23,65112159,0.25,47.19,Holstein
15,3.11,2.79,4.61,65090747,2.44,35.16,Lisasta
10.2,4.41,3.36,4.74,65119663,2.47,39.23,Holstein
10,6.6,5.17,4.41,65112160,0,57.47,Holstein
7.1,4.44,3.46,4.83,65119712,1.33,43.84,Lisasta
5.8,4.93,3.93,4.65,65106371,1.36,41.07,Lisasta
5.1,4.54,3.76,4.65,65089398,1.5,40.58,Lisasta
20.2,3.87,3.73,4.65,65097609,0.65,45.65,Holstein
21.8,4.07,3.75,4.79,65097610,0.52,45.79,Holstein
18.4,3.11,3.58,4.82,65097611,0.83,44.84,Holstein
11.4,5.24,4.74,4.46,65097110,0,47.74,Holstein
14.1,3.72,3.1,4.39,65119399,2.65,36.13,Holstein
0,4.19,3.87,4.61,65104312,0.52,48.84,Lisasta
0,4.84,3.86,4.61,65104311,0.86,46.53,Holstein
6.2,4.55,3.7,4.63,65105523,2.37,37.56,Lisasta
0,4.64,3.81,4.37,65124829,0.95,46.92,Lisasta
0,5.38,3.31,4.71,65124828,2.5,39.33,Holstein
6.6,4.61,3.39,4.54,65107382,2.23,40.53,Holstein
10.4,3.42,3.41,4.58,65115525,0.97,46.41,Holstein
10,4.22,3.67,4.79,65116313,0.42,47.28,Rjava
6.2,4.08,3.27,4.65,65116715,2.06,40.05,Holstein
17.6,4.16,3.24,4.65,65085276,1.73,41.37,Holstein
3.2,2.96,3.74,4.85,65100681,1.19,42.56,Holstein
10.7,5.01,3.93,4.64,65100949,0.61,45.62,Holstein
12.4,4.94,3.31,4.65,65105685,1.05,47.43,Lisasta
14.1,4.28,3.32,4.61,65089373,1.91,38.1,Holstein
19,1.87,3.06,4.92,65089374,2.03,38.85,Holstein
8.5,3.89,3.56,4.78,65089375,0.84,42.42,Holstein
8.4,3.73,3.2,4.63,65101249,1.6,41.77,Lisasta
16.2,3.91,2.73,4.75,65110525,2.97,35.75,Rjava
7.2,5.58,4.21,4.82,65104717,0.54,48.01,Rjava
6.5,5.32,3.96,4.57,65104716,0.62,46.09,Rjava
8.8,3.62,3.08,4.67,65116535,2.39,39.95,Lisasta
5.2,4.56,3.82,4.81,65092446,0.36,47.23,Lisasta
7,5.75,3.41,4.59,65117081,1.54,44.76,Lisasta
13.8,3.88,3.29,4.64,65100733,1.9,38.41,Holstein
9,3.96,3.99,4.53,65090959,0.87,40.47,Holstein
10.5,3.84,3.16,4.8,65091212,2.26,36.43,Holstein
6,3.44,2.86,4.85,65087814,2.14,40.74,Lisasta
9.4,4.56,3.6,4.61,65106411,1.51,41.72,Lisasta
10.3,3.96,3.59,4.57,65110420,1.74,41.8,Lisasta
7,4.6,3.46,4.67,65107666,1.2,44.66,Lisasta
8,3.97,3.62,4.67,65107667,0.72,46.07,Lisasta
9.3,4.67,3.87,4.39,65115885,1.16,43.51,Lisasta
5,3.62,2.62,4.51,65094050,2.74,34.53,Holstein
6.2,4.26,4,4.52,65116002,1.22,43.4,Holstein
0,4.37,3.33,4.48,65125267,1.67,44.16,Holstein
16.2,3.57,3.04,4.58,65102350,2.62,38.81,Holstein
13.4,2.27,3.37,4.43,65102349,2.69,36.04,Holstein
0,4.33,3.78,4.72,65125831,1.41,43.39,Rjava
0,4.05,3.73,4.93,65125832,0.94,46.36,Rjava
0,4.59,3.95,4.77,65125833,0.72,47.88,Rjava
0,4.8,3.66,4.66,65125834,1.06,44.71,Rjava
6.5,4.09,3.64,4.73,65116325,0.89,46.78,Rjava
9.2,4.95,3.86,4.61,65089920,1.32,39.51,Holstein
0,3.29,3.7,4.89,65125379,0.11,50.52,Rjava
15,4.56,3.3,4.68,65117301,1.71,41.31,Holstein
0,4.66,3.63,4.43,65126390,1.32,42.28,Rjava
0,3.48,3.76,4.74,65125065,1.49,43.14,Holstein
19.2,4.56,3.76,4.73,65106191,1.26,45.01,Lisasta
4.7,4.24,4.17,4.7,65105729,0,49.64,Lisasta
21.5,4,3,4.73,65110461,1.78,43.27,Lisasta
8,6.07,3.96,4.89,65117113,1.01,48.34,Holstein
10.4,4.43,3.32,4.75,65093754,1.11,47.53,Holstein
11.4,3.69,3.7,4.55,65107644,1.16,43.67,Holstein
10.6,3.78,4.18,4.45,65105845,1.62,38.27,Lisasta
11,3.94,3.73,4.78,65104268,1.51,42.6,Holstein
0,4.04,3.96,4.79,65122428,0.15,49.12,Rjava
19.1,4.47,3.58,4.19,65119604,2.05,39.2,Holstein
0,4.3,4.2,4.81,65122432,1.26,40.81,Rjava
0,4.33,4.39,4.77,65122431,0.51,45.76,Rjava
0,4.43,3.9,4.92,65122422,1.79,41.85,Rjava
37.2,4.14,3.24,4.81,65119606,2.01,39.38,Holstein
0,3.84,3.5,4.9,65122427,2.52,36.7,Rjava
8.6,5.28,4.08,4.48,65116471,0.97,44.83,Holstein
5.5,3.98,2.89,4.64,65085208,2.59,37.93,Rjava
8.6,5.23,4.11,4.41,65111913,0.38,48.59,Holstein
7,4.97,3.98,4.66,65111915,0,53.32,Lisasta
3,3.99,4,4.86,65115155,1.51,42.15,Lisasta
8,5.58,3.68,4.63,65116397,1.78,42.94,Holstein
6.4,5.19,3.71,4.64,65087779,0.75,46.17,Holstein
0,3.9,2.81,4.83,65126281,2.25,40.13,Rjava
0,4.17,3.27,4.69,65124516,2.04,41.54,Lisasta
17.7,4.59,3.35,4.72,65105365,1.59,44,Holstein
14.8,4.19,3.89,4.83,65105364,0.88,47.76,Holstein
11.9,4.73,3.87,4.74,65105363,0.6,48.26,Holstein
17.6,4.8,3.63,4.73,65105362,1.2,46.22,Holstein
17.3,3.1,3,4.67,65105361,2.7,37.56,Holstein
14.5,4,3.82,4.39,65094147,0.01,50.17,Holstein
11.7,4.24,3.63,4.67,65094148,0.96,44.82,Holstein
7.4,4.35,3.03,4.74,65107275,2.57,37.87,Lisasta
6.7,4.25,4.06,4.64,65101060,0.67,43.89,Lisasta
9.2,4.08,3.57,4.66,65111771,1.2,44.51,Lisasta
5.7,4.29,2.84,4.63,65122078,2.72,37.21,Lisasta
7.2,4.97,3.94,4.61,65111793,0.85,46.08,Lisasta
9,3.52,3.59,4.62,65111792,1.17,44.74,Lisasta
0,5.16,3.57,4.75,65124446,0.97,48.12,Lisasta
0,3.97,3.74,4.7,65124947,1.43,43.31,Holstein
0,5.13,3.84,4.62,65125227,0.84,47.1,Lisasta
0,3.41,3.84,4.35,65125672,2.64,36.58,Holstein
0,3.93,4.37,4.45,65125671,1.04,44.78,Holstein
0,2.69,3.29,4.8,65126102,1.74,46.4,Holstein
7.7,4.2,4.09,4.69,65106397,0.7,46.08,Lisasta
12.5,4.3,4.09,4.83,65122027,0.45,51.59,Holstein
8.2,4.62,3.69,4.6,65088191,1.51,40.9,Rjava
0,3.66,3.11,4.76,65122650,1.89,42.31,Holstein
0,4.22,3.58,4.83,65122649,1.37,43.79,Holstein
16,4.8,3.5,4.62,65119760,2.03,40.97,Holstein
8.2,4.92,3.67,4.56,65116870,1.32,47.28,Lisasta
9,4.7,4.06,4.81,65116113,0.5,50.13,Holstein
8.6,5.05,3.4,4.42,65107840,1.92,40.17,Holstein
13.8,5.33,4.28,4.68,65105042,0.18,50.5,Holstein
8.5,5.49,3.98,4.78,65105306,1.04,47.47,Holstein
0,4.03,3.12,4.65,65124500,2.98,37.46,Lisasta
0,5.41,3.61,4.82,65126084,0.89,52.49,Lisasta
0,5.59,3.48,4.71,65125004,1.38,46.33,Lisasta
0,5.04,6.28,4.64,65124892,0,60.88,Holstein
0,3.01,2.99,4.53,65124893,2.5,38.03,Holstein
13.5,4.44,3.22,4.58,65120071,2.66,37.96,Holstein
11,3.74,3.09,4.49,65085448,2.86,34.65,Holstein
0,5.85,4.38,4.38,65124620,1.26,42.97,Holstein
10.5,4.33,3.41,4.65,65085447,1.86,42.19,Holstein
16.8,3.44,3.06,4.73,65089970,2.49,34.28,Holstein
0,4.57,3.73,4.72,65126242,1.56,45.31,Holstein
0,3.22,3.77,4.81,65126241,1.7,42.86,Holstein
10,3.81,3.86,3.65,65102461,4.62,19.71,Lisasta
12.6,4.42,3.88,4.59,65101171,1.98,37.91,Holstein
4.8,3.78,3.62,4.83,65091105,0.86,42.51,Holstein
10.8,4.3,3.67,4.6,65120210,0.73,45.87,Rjava
10.7,4.47,3.83,4.8,65120211,1.25,43.25,Rjava
8.4,4.68,3.97,4.59,65120207,0.92,45.56,Rjava
7.2,3.92,3.77,4.76,65120206,1.82,41.27,Rjava
9.4,4.75,3.93,4.79,65120209,1.33,41.61,Rjava
10.8,4.97,3.91,4.56,65120208,0.43,48.99,Rjava
11.5,3.8,3.73,4.59,65099357,0.87,45.19,Lisasta
20.2,3.62,3.1,4.92,65115301,1.8,44.41,Holstein
21,4.26,3.09,4.76,65115300,2.01,42.18,Holstein
18.3,3.76,3.72,4.81,65115299,1.53,43.8,Holstein
11,4.1,3.13,4.4,65085429,2.92,32.52,Holstein
8,3.43,3.17,4.73,65119939,1.48,43.94,Lisasta
0,3.62,3.44,4.71,65124466,1.78,42.43,Holstein
5.8,5.67,4.67,4.81,65093867,0,49.14,Lisasta
3.4,4.15,3.24,4.81,65085348,0.86,45.3,Rjava
0,4.54,3.2,4.53,65122311,1.35,45.93,Lisasta
8.5,4.7,4.16,4.66,65116070,0,55.1,Lisasta
18,5.21,3.46,4.63,65115958,2.3,41.82,Holstein
20.6,2.29,3.37,5,65105043,1.07,47.21,Holstein
8.6,4.72,4,4.58,65104760,0.59,45.42,Holstein
14.7,3.91,3.54,4.83,65105044,1.51,43.1,Holstein
0,3.55,2.81,4.62,65125152,3.28,33.1,Holstein
0,4.92,3.36,4.58,65125151,2.37,39.57,Holstein
0,4.58,3.48,4.68,65125150,2.24,38.73,Lisasta
0,4.53,3.68,4.82,65125153,2.11,39.45,Holstein
0,5.17,4.23,4.79,65124855,0,55.72,Lisasta
0,4.94,3.46,4.63,65124856,1.68,43.99,Holstein
26.6,4.87,3.62,4.71,65119605,1.03,43.7,Holstein
9,4.27,3.14,4.68,65085248,1.67,42.76,Holstein
5.5,5.23,4.25,4.7,65116219,0,53.53,Lisasta
11,3.58,3.74,4.55,65116199,1.87,37.87,Holstein
11.6,2.21,3.33,4.66,65116845,1.13,45,Rjava
7,5.4,3.77,4.56,65120124,1.82,40.73,Lisasta
9.8,4.25,3.91,4.76,65099315,0.69,45.15,Lisasta
9.6,3.66,3.79,4.72,65116815,0.89,46.75,Lisasta
9,4.67,3.97,4.51,65099364,1.85,38.2,Holstein
18,3.76,3.63,4.77,65099366,1.12,44.18,Holstein
6.5,4.99,3.43,4.68,65094031,0.97,45.94,Rjava
8.4,3.7,3.19,4.77,65107397,1.52,42.36,Holstein
8.4,3.24,3.24,4.89,65107398,2.03,41.3,Holstein
6.2,4.48,3.43,4.63,65093508,1.48,38.78,Rjava
6.7,3.63,3.93,4.43,65099546,1.04,43.85,Lisasta
9,4.71,3.77,3.91,65107731,2,38.97,Holstein
9,4.34,3.44,4.48,65088674,2.4,38.74,Holstein
6.4,5.13,4.26,4.91,65088673,0.56,45.03,Holstein
18,4.48,3.05,4.72,65101094,1.4,43,Lisasta
23.4,3.4,3.37,4.67,65091539,1.75,40.22,Holstein
6.2,4.86,4.06,4.35,65115998,1.39,41.65,Rjava
10.2,4.35,4.1,4.58,65115203,0.6,49.04,Lisasta
9.4,4.9,3.43,4.74,65096956,1.43,43.18,Holstein
0,3.92,3.4,4.75,65125380,1.59,40.68,Holstein
14.2,3.48,3.11,5.04,65091869,1.61,41,Holstein
0,5.14,4.17,4.79,65125908,0.37,49.21,Lisasta
13,2.79,3.28,4.66,65085586,2.52,36.58,Holstein
13.5,4,3.18,4.69,65090952,1.29,40.03,Holstein
12,4.75,3.52,4.67,65091793,0.62,42.87,Rjava
6.5,4.53,3.71,4.11,65106073,1.41,43.79,Lisasta
4.2,4.68,3.9,4.52,65119417,0.79,46.43,Lisasta
5.8,4.48,3.62,4.67,65088977,1.75,42.62,Lisasta
10.6,3.99,3.69,4.71,65100836,0.78,44.52,Lisasta
6.4,5.5,3.85,4.69,65088756,1.44,42.21,Lisasta
10.1,4.14,4.34,4.45,65110846,0.04,50.6,Holstein
6.2,4.31,3.56,4.53,65087804,0.38,50.62,Lisasta
6.4,3.88,3.33,4.7,65088117,1.67,40.88,Lisasta
10,4.48,3.72,4.68,65090995,0.91,42.98,Holstein
5,6.05,3.69,4.92,65115137,0.71,52.07,Lisasta
14.2,3.88,3.18,4.9,65088075,2.6,39.47,Holstein
10.2,4.75,3.59,4.61,65101214,1.26,43.05,Holstein
9.8,3.74,2.77,4.86,65097165,2.17,39.66,Lisasta
7.8,4.18,3.25,4.47,65088018,2.45,36.1,Lisasta
10.4,4.01,3.38,4.62,65115493,1.44,42.26,Rjava
0,2.96,3.09,4.9,65125354,2.36,40.02,Holstein
7.4,8.66,3.65,4.32,65107712,0.49,53.55,Rjava
8.2,3.96,3.13,4.56,65116960,2.55,38.18,Holstein
5.5,3.98,3.05,4.74,65110600,2.93,35.61,Lisasta
6.5,4.85,4.16,4.61,65090960,0.12,45.53,Holstein
7.5,5.17,3.19,4.62,65115706,2.15,40.38,Lisasta
6.4,3.54,3.55,4.76,65089343,1.61,39.93,Lisasta
6.7,5.51,3.98,4.81,65089340,0,51.39,Lisasta
5.6,4.77,3.46,4.45,65089341,1.24,43.2,Lisasta
4.6,4.73,4.18,4.18,65106398,1.29,42.36,Lisasta
28.4,3.5,3.74,4.78,65090825,0.72,43.45,Holstein
7.4,6.29,3.72,5.05,65097651,0.54,46.69,Holstein
9.3,4.55,3.18,4.68,65089199,1.64,41.23,Lisasta
6,5.43,3.85,4.71,65105780,1.17,43.21,Lisasta
4.8,7.54,3.99,4.52,65102319,1.16,47.94,Holstein
12.6,3.79,3.83,4.95,65097269,1.05,44.22,Lisasta
0,5.05,4.38,4.66,65124951,0.68,44.81,Holstein
0,4.75,4.04,4.56,65124950,1.52,42.82,Holstein
0,5.04,4.1,4.77,65124949,1.53,42.2,Holstein
8.5,4.44,4.03,4.7,65099703,0.15,48.56,Rjava
12.1,6.09,4.4,4.71,65099702,0,52.54,Rjava
6.4,3.58,3.79,4.23,65116959,2.07,36.63,Holstein
7.4,4.32,3.83,4.59,65115439,1.29,42.51,Holstein
7.6,4.37,3.78,4.79,65088303,1.38,40.04,Rjava
12,3.07,3.88,4.7,65097317,1.7,37.02,Holstein
4.8,2.79,3.91,4.68,65104919,2.06,35.93,Lisasta
5.2,3.75,4.2,4.72,65104920,0.28,47.62,Lisasta
0,3.98,3.6,4.57,65125503,1.39,43.41,Holstein
7.8,5.1,3.58,4.77,65116010,1.36,44.92,Holstein
20.6,3.1,2.97,4.63,65089151,1.77,41.46,Lisasta
10.3,5.16,3.18,4.73,65085510,1.5,43.49,Lisasta
7.4,2.94,3.39,4.75,65102402,1.58,43.41,Holstein
6.5,5.21,3.83,4.65,65085403,0.87,46.25,Holstein
7.5,4.86,3.77,4.53,65085404,0.47,46.24,Holstein
14,5.9,4.31,4.59,65099404,0,52.52,Holstein
5.5,4.42,3.62,4.37,65107549,1.8,39.39,Lisasta
8,3.68,3.57,4.76,65085406,0.86,44.28,Holstein
8.2,5.29,4.02,4.6,65085942,1.41,40.54,Holstein
15,4.1,3.6,4.66,65085941,1.98,37.97,Holstein
14.4,3.54,3.5,4.63,65085747,2.05,41.47,Holstein
9.5,4.89,4.16,4.58,65091255,0,49.58,Rjava
18.1,2.97,3.46,5,65085748,2.59,36.18,Holstein
16.1,3.17,3.35,4.81,65085749,2.31,37.75,Holstein
0,4.62,3.97,4.7,65124698,1.34,46.28,Holstein
0,5.02,3.41,4.76,65124699,2.12,42.03,Holstein
0,4.03,3.49,4.67,65124700,1.98,42.83,Holstein
10.6,4.43,3.54,4.57,65088249,2.51,36.67,Holstein
17.5,3.24,3.23,4.82,65085487,1.53,41.14,Lisasta
17.6,3.41,3.54,4.78,65094010,1.22,40.97,Holstein
7.2,4.05,2.76,4.45,65105546,2.5,37.63,Lisasta
10.8,4.69,4.28,4.73,65085497,0,49.78,Holstein
13.1,3.83,3.59,4.78,65085486,1.8,39.36,Lisasta
6.7,4.89,3.97,4.94,65085561,1.17,43.73,Lisasta
0,4.71,3.91,4.65,65124952,0.67,48.62,Holstein
7,4.15,3.72,4.84,65085881,1.46,45.01,Lisasta
7,4.46,3.42,4.91,65107418,1.76,44.13,Holstein
0,5.4,4.11,4.46,65122176,0.44,48.73,Lisasta
6.8,4.82,4.37,4.76,65091214,0.22,47.13,Holstein
0,4.7,3.89,4.77,65120103,0.14,51.88,Lisasta
12,3.8,3.09,4.9,65120126,1.97,42.02,Lisasta
9.5,4.55,3.53,4.84,65089553,1.38,40.87,Holstein
6.5,3.78,4.06,4.5,65093688,1.37,39.12,Holstein
11.6,4.08,3.64,4.85,65100820,1.77,40.38,Holstein
6.6,6,4.61,4.74,65100821,0,53.53,Lisasta
12,3.96,3.01,4.66,65104739,2.15,41.66,Holstein
11.6,4.17,4.04,4.76,65105900,0,52.25,Holstein
11.4,4.11,3.51,4.85,65092244,1.36,41.79,Holstein
9.2,4.59,3.27,4.83,65092243,1.56,40.56,Holstein
10.4,6.28,4.15,4.71,65117302,0.23,49.8,Holstein
0,5.94,3.98,4.42,65126318,0.57,50.16,Lisasta
0,5.58,3.22,4.49,65126319,1.38,46.36,Lisasta
5.4,5.16,4.11,4.75,65097415,0.49,44.56,Lisasta
5.8,4.04,3.87,4.72,65087777,1.3,41.96,Lisasta
5,5.37,3.27,4.68,65088646,2.25,39.74,Lisasta
7.8,5.29,2.81,4.73,65091690,3.04,33.96,Holstein
16,3.74,3.63,4.79,65104367,0.77,45.87,Holstein
10.7,4.6,3.23,4.88,65099533,2.7,35.76,Lisasta
14.7,4.49,3.81,4.84,65100734,1.91,36.6,Holstein
5.2,3.36,2.95,4.79,65087861,1.94,42.44,Holstein
6.5,4.49,4.32,4.4,65102416,0.16,49.51,Lisasta
4.2,5.61,4.15,4.62,65089415,0.38,43.67,Lisasta
8,4.54,3.59,4.76,65105328,1.44,43.62,Lisasta
7.5,4.97,3.75,4.48,65105327,1.39,44.06,Lisasta
9.2,4.21,4.16,4.67,65120423,0.37,46.76,Lisasta
7.2,4.31,3.49,4.74,65102305,1.61,43.76,Holstein
9.7,6.8,3.21,4.3,65116213,3.06,39.48,Lisasta
5.2,5,3.55,4.75,65096764,0.47,48.41,Lisasta
13.1,3.46,2.92,4.5,65107318,3.07,37.48,Holstein
10,3.77,3.5,4.69,65106412,2.45,34.91,Lisasta
6,3.77,2.98,4.73,65085537,1.93,40.52,Lisasta
5.4,7.62,3.67,4.58,65093923,0,51.83,Lisasta
9.9,4.04,3.17,5.01,65091302,1.72,39.58,Holstein
8,4.29,3.56,4.67,65105186,0.97,47.36,Lisasta
0,5.79,5.28,4.29,65122297,0,56.76,Lisasta
9.1,4.83,3.7,4.52,65090941,1.22,40.84,Holstein
7.2,4.14,3.7,4.66,65091266,0.31,45.27,Holstein
9.4,3.42,2.86,4.76,65107381,3.08,32.49,Holstein
9.4,4.13,3.17,4.56,65107379,2.26,39.8,Holstein
4.2,4.95,3.77,4.63,65107380,1.06,45.17,Holstein
11.1,3.57,4.04,4.73,65089473,0,46.64,Holstein
7.5,4.3,3.55,4.71,65089474,1.1,43.86,Holstein
17.6,4.04,2.82,4.69,65089475,2.06,37.16,Holstein
9.3,4.55,4.21,4.62,65093851,1.09,41.82,Lisasta
8.8,5.2,4.29,4.72,65093852,0.01,49.34,Holstein
9.5,3.79,3.36,4.48,65093853,1.9,39.56,Holstein
14.6,3.25,3.51,5.03,65091049,0.54,45.54,Rjava
13.4,4.84,3.93,4.75,65091048,0.67,43.75,Rjava
11.4,3.36,3.88,4.83,65089950,0.5,43.96,Lisasta
4.2,6.97,4.69,4.23,65099327,0,52.68,Lisasta
6.5,4.48,4.29,5.32,65097544,0,52.86,Rjava
8.9,5.2,4.25,4.91,65107953,0,49.3,Holstein
7.6,5.54,3.84,4.61,65110524,0.3,51.62,Rjava
0,4.22,3.64,4.63,65125325,2.04,40.96,Lisasta
4,3.57,4.19,4.77,65107822,0,46,Lisasta
7.5,4.21,3.4,4.88,65107668,1.56,42.63,Lisasta
16.6,3.32,3.46,4.81,65097613,0.94,43.39,Holstein
15,3.17,3.63,4.71,65097612,1.24,41.38,Holstein
14.8,3.82,3.13,4.77,65091398,1.97,38.87,Holstein
8.2,5.06,3.24,4.46,65107684,2.98,34.36,Lisasta
10.2,4.19,4.23,4.58,65105847,1.74,38.2,Lisasta
8.9,5.74,3.99,4.68,65093952,0.23,48.71,Holstein
8.5,4.19,4.27,4.6,65101061,0.31,42.93,Lisasta
4.2,5.71,4.36,4.28,65105817,1.38,41.07,Lisasta
7,5.14,4.37,4.42,65105398,0.95,44.37,Lisasta
9,4.91,4.23,4.57,65105583,0.56,47.57,Lisasta
7.7,3.67,3.8,4.32,65104970,2.35,34.06,Holstein
4.8,4.86,3.65,4.31,65091080,2.6,33.27,Lisasta
13.6,4.39,3.62,4.66,65105366,1.48,42.91,Holstein
0,4.95,3.75,4.46,65104315,0.91,45.87,Lisasta
0,5.56,4.26,4.58,65104314,1.07,43.82,Lisasta
36.3,2.01,3.2,4.88,65105259,2.27,36.29,Holstein
17.8,3.82,3.57,4.79,65097621,0.81,45.06,Holstein
8.4,5.31,4.58,4.62,65094270,2.57,29.09,Holstein
19.2,2.92,3.21,4.98,65094271,2.07,37.22,Holstein
7.8,3.69,4.25,4.15,65110408,1.88,35.51,Lisasta
20,4.92,3.45,4.51,65091540,0.77,46.33,Holstein
15,3.16,3.56,4.87,65091541,0.63,45.16,Holstein
0,5.29,4.05,4.7,65125592,0,51.79,Rjava
9.1,4.21,3.22,4.74,65107346,1.44,43.9,Lisasta
14.4,5.86,3.46,4.56,65094102,1.07,44.98,Holstein
18.6,4.25,3.5,4.84,65107476,1.32,46.14,Holstein
13.4,5.13,3.53,4.64,65107475,1.73,41.38,Holstein
10,4.25,3.5,4.31,65110635,1.26,43.49,Holstein
16.3,5.04,3.57,4.55,65093755,0.44,49.55,Holstein
13.5,5.13,4.09,4.75,65093756,0.78,45.83,Holstein
10,5.28,4.29,4.58,65115776,0.17,51.34,Lisasta
14.2,3.66,3.63,4.78,65104860,1.77,42.12,Holstein
14.9,3.3,3.51,4.72,65106234,2.1,37.83,Holstein
0,3.71,3.86,4.4,65112089,1.61,40.16,Holstein
0,2.55,3.49,4.91,65112088,2.3,38.79,Holstein
