SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,LETOROJ,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
4178243,8579,555344,2017-11-23,21,SI,64546649,7.2,3.85,3.89,4.64,9.24,0,32,2017-11-24,NA,0.008,65089264,0,1,NA,NA,0,6747,0.05,-0.01,NA,1.81,40.28,Lisasta,2015,107.9,110.4,99.2,106,109.5,1,17.05.2017,2017-11-23,2017-05-17,190
4178247,10609,555907,2017-12-01,21,SI,54491605,10.2,4.29,4.16,4.61,9.48,0,125,2017-12-04,NA,0.031,65107212,0,2,NA,NA,0,6771,0.03,-0.07,NA,1.51,39.79,Lisasta,2015,107.1,109.5,86.8,118.3,100.4,1,21.06.2017,2017-12-03,2017-06-21,165
4178420,22393,555690,2017-11-28,56,SI,84487984,12,4.38,3.77,4.58,9.06,0,75,2017-11-30,NA,0.016,65100738,0,2,NA,NA,0,6762,-0.04,-0.16,NA,0.63,47.66,Holstein,2015,119.1,129.9,102.3,115.8,122.1,1,28.04.2017,2017-11-29,2017-04-28,215
4178438,11429,555395,2017-11-23,63,SI,84570325,25.1,3.19,3.97,4.49,9.18,0,201,2017-11-27,NA,0.026,65090830,0,1,NA,NA,0,6750,0,0,NA,1.35,37.16,Holstein,2015,122.9,122.7,87.4,102.8,108.4,1,15.03.2017,2017-11-26,2017-03-15,256
4178438,11429,555395,2017-11-23,64,SI,74570333,34.3,4.17,3.69,4.77,9.17,0,133,2017-11-27,NA,0.028,65090831,0,1,NA,NA,0,6750,0,0,NA,1.63,36.89,Holstein,2015,122.9,122.7,87.4,102.8,108.4,1,15.03.2017,2017-11-26,2017-03-15,256
4178485,7929,555416,2017-11-23,15,SI,74545128,6,3.95,3.3,4.64,8.66,0,30,2017-11-27,NA,0.025,65091283,0,2,NA,NA,0,6750,0,0,NA,1.44,39.35,Lisasta,2015,106.6,105.6,84.4,92.7,99.5,1,13.07.2017,2017-11-26,2017-07-13,136
4178518,9934,555355,2017-11-23,30,SI,44560179,10.3,4,3.83,4.65,9.19,0,46,2017-11-24,NA,0.027,65089480,0,2,NA,NA,0,6750,-0.02,-0.11,NA,0.94,42.86,Holstein,2015,106.5,104.8,93.2,106.8,101.7,1,10.03.2017,2017-11-23,2017-03-10,258
4178522,9934,555355,2017-11-23,31,SI,04560180,14.4,3.85,3.29,4.7,8.7,0,20,2017-11-24,NA,0.026,65089481,0,2,NA,NA,0,6750,0.03,-0.06,NA,2.12,37.08,Holstein,2015,123.2,118.7,83.9,95.5,108.7,1,10.04.2017,2017-11-23,2017-04-10,227
4178535,9934,555355,2017-11-23,32,SI,94560181,11.8,3.56,3.03,4.53,8.27,0,27,2017-11-24,NA,0.028,65089482,0,2,NA,NA,0,6750,0.05,-0.03,NA,3.09,32.09,Holstein,2015,112.2,106.2,86,94.6,101.8,1,28.03.2017,2017-11-23,2017-03-28,240
4178546,10857,555516,2017-11-27,25,SI,74396649,14,4.27,3.49,4.79,8.98,0,26,2017-11-28,NA,0.016,65093671,0,1,NA,NA,0,6753,0,0,NA,0.15,49.8,Lisasta,2015,109.3,115.4,111.3,117,115.6,1,02.08.2017,2017-11-27,2017-08-02,117
4178606,16082,555864,2017-11-29,30,SI,04574482,13,2.86,3.72,4.73,9.16,0,138,2017-12-01,NA,0.015,65105851,0,2,NA,NA,0,6765,0.02,-0.01,NA,1.97,39.06,Lisasta,2015,123.3,121.5,78.4,104.6,108.6,1,07.06.2017,2017-11-30,2017-06-07,176
4178639,1093,555739,2017-11-27,14,SI,44556066,7.4,4.17,3.46,4.53,8.71,0,205,2017-11-30,NA,0.014,65102307,0,2,NA,NA,0,6765,0,0,NA,1.43,42.02,Rjava,2015,107.8,109.1,97.2,99.6,106.6,1,17.06.2017,2017-11-29,2017-06-17,165
4178650,21151,555456,2017-11-27,7,SI,84488411,5.4,4.94,3.64,4.88,9.23,0,14,2017-11-27,NA,0.008,65091499,0,1,NA,NA,0,6750,0,0,NA,1.33,40.53,Lisasta,2015,93.9,94.3,108,92.5,96.5,1,14.05.2017,2017-11-26,2017-05-14,196
4178655,30596,555285,2017-11-20,13,SI,54556072,14,3.43,3.18,4.73,8.62,0,608,2017-11-24,NA,0.01,65088480,0,1,NA,NA,0,6747,0.02,-0.07,NA,3.06,33.41,Holstein,2015,99.8,102,104.1,99.3,102.5,1,11.07.2017,2017-11-23,2017-07-11,135
4178712,11428,556049,2017-11-30,53,SI,84567505,13.9,5.1,3.7,4.68,9.1,0,65,2017-12-05,NA,0.017,65112011,0,1,NA,NA,0,6775,0,0,NA,1.17,45.28,Holstein,2014,117.6,112,92.2,87.6,108.3,2,20.11.2017,2017-12-04,2017-11-20,14
4179021,4743,555563,2017-11-28,22,SI,44321022,16.1,3.2,3.48,4.87,9.05,0,22,2017-11-28,NA,0.025,65093953,0,1,NA,NA,0,6753,-0.05,-0.1,NA,0.63,47.59,Holstein,2015,101.3,98.3,93.1,94.8,95.7,1,20.06.2017,2017-11-27,2017-06-20,160
4179063,17427,556243,2017-12-05,16,SI,34545263,6.4,5.03,3.57,4.75,9.03,0,31,2017-12-07,NA,0.025,65119784,0,1,NA,NA,0,6784,0,0,NA,0.74,47.59,Lisasta,2015,101.3,102.7,89,93.3,99.1,1,04.03.2017,2017-12-06,2017-03-04,277
4179292,739,555673,2017-11-29,12,SI,34545854,6,4.45,3.34,4.41,8.46,0,152,2017-11-29,NA,0.014,65099548,0,1,NA,NA,0,6762,0,0,NA,1.84,40.5,Lisasta,2015,90.3,92,92.7,93.4,88.9,1,28.06.2017,2017-11-28,2017-06-28,153
4179338,9118,555672,2017-11-28,12,SI,44545839,9.4,3.93,3.63,4.78,9.12,0,19,2017-11-29,NA,0.014,65099534,0,2,NA,NA,0,6762,0,0,NA,1.61,42.49,Lisasta,2015,98,98.3,94.1,105,95,1,30.06.2017,2017-11-28,2017-06-30,151
4179422,32222,555737,2017-11-28,28,SI,74507588,8.3,5.03,4.13,4.48,9.32,0,138,2017-11-30,NA,0.024,65102273,0,2,NA,NA,0,6765,0.02,-0.11,NA,0.76,47.41,Rjava,2015,112.9,121.5,100,127.5,113,1,28.03.2017,2017-11-29,2017-03-28,246
4179424,32222,555737,2017-11-28,29,SI,64507589,8.7,5.08,3.99,4.58,9.27,0,22,2017-11-30,NA,0.021,65102274,0,2,NA,NA,0,6765,0.02,-0.07,NA,1.31,43.16,Rjava,2015,126.4,130.4,115.2,113.5,134.8,1,16.04.2017,2017-11-29,2017-04-16,227
4179434,1139,555510,2017-11-23,3,SI,24502564,4.4,4.08,3.71,4.76,9.18,0,109,2017-11-28,NA,0.015,65093548,0,2,NA,NA,0,6753,0,0,NA,1.27,39.67,Rjava,2015,106.2,108.8,108.3,99.8,106,1,29.12.2016,2017-11-27,2016-12-29,333
4179437,8977,555511,2017-11-24,14,SI,14502565,6.6,4.47,3.57,4.56,8.83,0,1011,2017-11-28,NA,0.022,65093563,0,2,NA,NA,0,6753,0,0,NA,1.92,38.95,Holstein,2015,98.4,98.2,106.3,99.9,102.5,1,29.03.2017,2017-11-27,2017-03-29,243
4179500,7866,555171,2017-11-22,23,SI,44545712,15,4,3.54,5.04,9.29,0,32,2017-11-23,NA,0.007,65085277,0,1,NA,NA,0,6747,-0.03,-0.09,NA,0.65,47.85,Holstein,2015,122.3,121.3,87.7,96.2,109,1,27.02.2017,2017-11-22,2017-02-27,268
4179534,178,556477,2017-12-06,46,SI,84544906,0,4.52,3.53,4.95,9.19,0,10,2017-12-08,NA,0.03,65125839,0,2,NA,NA,0,6791,0.04,-0.02,NA,1.03,46.91,Rjava,2015,112.4,114.7,110.5,116.8,115.4,1,25.09.2017,2017-12-07,2017-09-25,73
4179602,13077,556502,2017-12-07,28,SI,14544680,0,4.97,4.02,4.43,9.16,0,59,2017-12-08,NA,0.006,65126325,0,2,NA,NA,0,6795,0,0,NA,0.43,49.83,Lisasta,2015,104,101.9,85.9,100.2,95.1,1,18.02.2017,2017-12-07,2017-02-18,292
4180645,17425,556227,2017-12-06,12,SI,74490482,15.2,3.77,3.38,4.71,8.8,0,507,2017-12-07,NA,0.015,65119402,0,1,NA,NA,0,6784,0,0,NA,2.35,38.47,Holstein,2015,114.7,113.6,90.8,98.7,102.1,1,12.06.2017,2017-12-06,2017-06-12,177
4180647,17425,556227,2017-12-06,11,SI,84490481,11.9,3.44,3.39,4.7,8.8,0,580,2017-12-07,NA,0.014,65119401,0,1,NA,NA,0,6784,0,0,NA,2.32,39.76,Holstein,2015,113.4,115.4,90,103.7,102,1,10.05.2017,2017-12-06,2017-05-10,210
4180664,10730,555597,2017-11-27,6,SI,04112969,9.8,4.31,3.45,4.64,8.8,0,135,2017-11-29,NA,0.025,65096818,0,1,NA,NA,0,6756,0.02,-0.09,NA,0.88,43.4,Rjava,2015,108.2,114.4,110.9,120.4,113.7,1,14.06.2017,2017-11-28,2017-06-14,167
4180698,7019,555155,2017-11-20,16,SI,54340554,5.4,4.03,3.41,4.57,8.69,0,304,2017-11-23,NA,0.016,65085161,0,2,NA,NA,0,6747,0.05,0.01,NA,1.5,41.46,Lisasta,2015,94.8,96.5,101.2,99.2,96.4,1,18.06.2017,2017-11-22,2017-06-18,157
4180728,25869,555856,2017-11-30,72,SI,24487708,5,5.7,3.01,4.93,8.65,0,71,2017-12-01,NA,0.028,65105659,0,2,NA,NA,0,6765,0.05,-0.03,NA,1.84,44.2,Holstein,2015,99,108.5,104.5,121.6,106.4,1,10.09.2017,2017-11-30,2017-09-10,81
4180729,21260,555154,2017-11-21,17,SI,04490166,9,3.78,3.11,4.55,8.37,0,16,2017-11-23,NA,0.005,65085144,0,1,NA,NA,0,6747,0.01,-0.07,NA,2.09,40.55,Lisasta,2015,102,100.7,92.6,85.4,100.7,1,08.07.2017,2017-11-22,2017-07-08,137
4180732,25869,555856,2017-11-30,73,SI,14487709,5,4.77,3.48,4.7,8.89,0,119,2017-12-01,NA,0.025,65105660,0,2,NA,NA,0,6765,0.09,0.05,NA,1.85,43.11,Holstein,2015,101.1,99.8,96.8,97.8,100.6,1,19.02.2017,2017-11-30,2017-02-19,284
4180818,25869,555856,2017-11-30,71,SI,34487707,6,4.79,3.89,4.69,9.28,0,114,2017-12-01,NA,0.03,65105658,0,2,NA,NA,0,6765,0.03,-0.04,NA,0.52,49.04,Holstein,2015,89.4,90.9,104.7,105.6,97.8,1,15.06.2017,2017-11-30,2017-06-15,168
4180843,2091,556350,2017-12-06,26,SI,54505038,0,5.66,3.7,4.61,9.03,0,262,2017-12-08,NA,0.019,65122507,0,1,NA,NA,0,6791,0,0,NA,2.19,41.77,Holstein,2015,126.3,126.9,109,103.3,131.8,1,21.03.2017,2017-12-07,2017-03-21,261
4180859,20006,555358,2017-11-23,26,SI,04488691,13.3,2.93,3.41,4.9,9.02,0,662,2017-11-24,NA,0.02,65089555,0,2,NA,NA,0,6750,0,0,NA,2.56,34.32,Holstein,2015,116.4,110.3,76.5,91.2,96.5,1,18.04.2017,2017-11-23,2017-04-18,219
4180865,7925,556362,2017-12-06,19,SI,84490072,0,4.74,3.83,4.77,9.3,0,95,2017-12-08,NA,0.019,65124448,0,2,NA,NA,0,6791,-0.05,-0.13,NA,1.32,44.34,Lisasta,2015,102.2,105.7,91.7,114.2,99.9,1,23.06.2017,2017-12-07,2017-06-23,167
4180871,665,555911,2017-11-30,27,SI,84488631,6.8,3.52,3.45,4.73,8.89,0,74,2017-12-04,NA,0.011,65107276,0,2,NA,NA,0,6771,0,-0.07,NA,0.63,47.12,Holstein,2015,105.9,108.1,99.7,96.8,108,1,29.05.2017,2017-12-03,2017-05-29,188
4180873,2747,555515,2017-11-27,16,SI,74350173,8.2,3.56,3.32,4.84,8.87,0,229,2017-11-28,NA,0.015,65093641,0,1,NA,NA,0,6753,0.01,-0.05,NA,1.47,41,Lisasta,2015,105.9,106.3,90.5,101.3,100.5,1,13.08.2017,2017-11-27,2017-08-13,106
4180879,22737,555731,2017-11-29,19,SI,94490136,11.5,3.13,3.09,4.68,8.49,0,19,2017-11-30,NA,0.01,65101987,0,1,NA,NA,0,6765,0,0,NA,2.34,37.11,Lisasta,2015,115,107,88.8,84,104.8,1,13.06.2017,2017-11-29,2017-06-13,169
4180959,15913,556079,2017-12-04,18,SI,34545287,8.6,3.46,3.65,4.84,9.2,0,141,2017-12-06,NA,0.017,65115418,0,2,NA,NA,0,6780,0,0,NA,1.62,42.22,Lisasta,2015,103.9,103.6,95.1,100,101.3,1,18.08.2017,2017-12-05,2017-08-18,109
4180996,1583,555922,2017-11-30,20,SI,94545274,6,4.89,3.43,4.91,9.05,0,77,2017-12-04,NA,0.008,65107384,0,2,NA,NA,0,6771,0.06,-0.05,NA,1.74,42.37,Holstein,2015,90.9,88.7,102.8,85.6,91.4,1,24.01.2017,2017-12-03,2017-01-24,313
4181002,4677,555775,2017-11-28,43,SI,34525234,0,4.54,3.98,4.73,9.43,0,166,2017-12-01,NA,0.024,65104321,0,2,NA,NA,0,6765,-0.01,-0.11,NA,1.46,40.29,Lisasta,2015,120.2,122.8,109.6,111.2,124.6,1,22.07.2017,2017-11-30,2017-07-22,131
4181006,4677,555775,2017-11-28,44,SI,14525236,0,4.92,4.27,4.55,9.53,0,16,2017-12-01,NA,0.031,65104322,0,2,NA,NA,0,6765,0.04,-0.12,NA,0.48,46.48,Lisasta,2015,98.9,97.8,113.8,107.5,105.4,1,30.04.2017,2017-11-30,2017-04-30,214
4181031,10494,555560,2017-11-27,22,SI,84340355,9.8,5.17,3.32,4.48,8.51,0,86,2017-11-28,NA,0.009,65093895,0,2,NA,NA,0,6753,0.04,-0.08,NA,2.56,34.81,Holstein,2015,103.8,105.4,109.5,105.4,109.4,1,23.02.2017,2017-11-27,2017-02-23,277
4181083,3010,555776,2017-11-28,39,SI,24431642,21,4.09,3.53,4.72,8.96,0,44,2017-12-01,NA,0.023,65104369,0,1,NA,NA,0,6765,0,0,NA,0.69,47.37,Holstein,2015,109.2,118.5,106,116.3,118.3,2,15.10.2017,2017-11-30,2017-10-15,46
4181092,3010,555776,2017-11-28,38,SI,34431641,14.6,4.36,3.96,4.67,9.34,0,41,2017-12-01,NA,0.029,65104368,0,1,NA,NA,0,6765,0,0,NA,0.35,49.24,Holstein,2015,100,113.1,106.5,124.8,108.5,1,20.01.2017,2017-11-30,2017-01-20,314
4181106,9184,556394,2017-12-07,30,SI,04490719,0,4.18,3.28,4.55,8.54,0,20,2017-12-08,NA,0.008,65124833,0,1,NA,NA,0,6791,0.01,-0.05,NA,1.12,46.37,Holstein,2015,107.2,105.5,98.6,90.6,105.4,1,02.07.2017,2017-12-07,2017-07-02,158
4181124,1232,555968,2017-12-01,41,SI,64546333,11.5,4.25,3.46,4.74,8.91,0,352,2017-12-04,NA,0.022,65107955,0,2,NA,NA,0,6771,0,0,NA,1.96,40.96,Holstein,2015,100.3,100.8,98,107.6,98.3,1,03.03.2017,2017-12-03,2017-03-03,275
4181128,1171,555480,2017-11-25,21,SI,54545034,6.8,5.53,3.5,4.77,8.98,0,110,2017-11-27,NA,0.006,65091796,0,1,NA,NA,0,6750,0,0,NA,1.56,39.77,Rjava,2015,115.6,112.9,97,95.4,111.9,1,27.03.2017,2017-11-26,2017-03-27,244
4181130,1171,555480,2017-11-25,22,SI,44545035,7.5,4.94,3.28,4.78,8.78,0,36,2017-11-27,NA,0.011,65091797,0,1,NA,NA,0,6750,0,0,NA,1.27,39.88,Rjava,2015,94.9,92.4,107.8,89,96.3,1,06.03.2017,2017-11-26,2017-03-06,265
4181532,9474,555186,2017-11-21,5,SI,44486396,8.8,4.59,3.93,5.02,9.66,0,23,2017-11-23,NA,0.001,65085527,0,1,NA,NA,0,6747,0.03,-0.06,NA,1.01,42.7,Lisasta,2015,100.5,102.1,119.9,107.1,109.5,1,23.03.2017,2017-11-22,2017-03-23,244
4181537,3736,555214,2017-11-23,44,SI,74568246,13.2,2.92,3.27,4.76,8.74,0,145,2017-11-24,NA,0.013,65087908,0,1,NA,NA,0,6747,0,0,NA,3.08,33.22,Holstein,2015,112.5,110.9,103,94.3,112.7,1,12.07.2017,2017-11-23,2017-07-12,134
4181541,9474,555186,2017-11-21,6,SI,34486397,8.8,4.95,3.55,4.82,9.08,0,94,2017-11-23,NA,0.006,65085528,0,1,NA,NA,0,6747,0.05,0.07,NA,1.15,45.73,Lisasta,2015,105.1,103.3,104.5,93,105.3,1,14.04.2017,2017-11-22,2017-04-14,222
4181562,4222,555785,2017-11-29,100,SI,24570802,21.3,3.89,3.38,4.86,8.95,0,246,2017-12-01,NA,0.025,65104584,0,2,NA,NA,0,6765,0,0,NA,1.59,44.53,Holstein,2015,113.2,114,89.2,106.7,99.7,1,22.05.2017,2017-11-30,2017-05-22,192
4181639,11403,555332,2017-11-23,10,SI,84292630,15.8,4,3.39,4.85,8.96,0,28,2017-11-24,NA,0.01,65089098,0,1,NA,NA,0,6747,0,0,NA,0.91,47.53,Holstein,2015,106.8,105.6,114.2,103,116,1,14.08.2017,2017-11-23,2017-08-14,101
4181658,32534,555882,2017-12-01,40,SI,44546335,15,3.67,3.14,4.59,8.44,0,40,2017-12-01,NA,0.012,65106239,0,1,NA,NA,0,6771,0.11,0.13,NA,1.22,48.95,Holstein,2015,109.2,100.6,95.3,84.1,104.3,1,07.04.2017,2017-11-30,2017-04-07,237
4181688,3560,555400,2017-11-23,32,SI,04354370,11.4,4.12,3.29,4.56,8.55,0,12,2017-11-27,NA,0.017,65090998,0,2,NA,NA,0,6750,0,0,NA,1.53,40.64,Holstein,2015,107.4,108.6,91.5,104.3,102.2,1,16.08.2017,2017-11-26,2017-08-16,102
4182107,7842,556335,2017-12-06,19,SI,04572727,0,5.33,4.17,4.64,9.51,0,143,2017-12-08,NA,0.024,65122224,0,2,NA,NA,0,6791,0,0,NA,1.18,42.97,Lisasta,2015,99.3,101.5,108.8,119.4,106.2,1,05.05.2017,2017-12-07,2017-05-05,216
4182187,2702,556056,2017-12-04,10,SI,64490713,8,2.86,3.53,4.57,8.81,0,45,2017-12-05,NA,0.019,65112180,0,1,NA,NA,0,6775,0,0,NA,1.37,41.71,Holstein,2015,107,103.7,71.3,91.4,92.7,1,06.04.2017,2017-12-04,2017-04-06,242
4182192,20749,555777,2017-11-29,17,SI,24489425,8,4.44,4.16,5.03,9.9,0,12,2017-12-01,NA,0.021,65104397,0,2,NA,NA,0,6765,-0.01,-0.13,NA,0.25,48.45,Lisasta,2015,128.2,129.1,93.5,102.5,122.6,1,06.02.2017,2017-11-30,2017-02-06,297
4182286,1927,555292,2017-11-24,11,SI,04437097,14.2,2.24,3.53,4.46,8.7,0,3764,2017-11-24,NA,0.002,65088589,0,1,NA,NA,0,6747,0,-0.01,NA,2.31,36.04,Holstein,2015,119.8,115.7,59.8,94.9,89,1,09.02.2017,2017-11-23,2017-02-09,287
4182300,6338,555927,2017-12-01,47,SI,14574302,21,4.48,3.08,4.67,8.46,0,44,2017-12-04,NA,0.024,65107479,0,1,NA,NA,0,6771,0,0,NA,2.31,40.2,Holstein,2015,122.5,123.1,98.7,102.3,116.8,1,01.07.2017,2017-12-03,2017-07-01,155
4182327,6023,555181,2017-11-21,18,SI,44545530,11.4,3.85,2.83,4.53,8.07,0,38,2017-11-23,NA,0.014,65085449,0,2,NA,NA,0,6747,0,0,NA,3.11,34.48,Holstein,2015,106.7,107.4,96.5,101.5,108.4,1,24.09.2017,2017-11-22,2017-09-24,59
4182696,15948,555742,2017-11-24,29,AT,128318322,14.8,4.27,3.53,4.42,8.67,0,171,2017-11-30,NA,0.033,65102354,0,1,NA,NA,0,6765,0,0,NA,2.47,38.34,Holstein,2012,104.1,107.7,122.8,106.6,119.8,2,21.06.2017,2017-11-29,2017-06-21,161
4182697,15948,555742,2017-11-24,30,AT,128320622,14.6,4.34,3.31,4.49,8.51,0,63,2017-11-30,NA,0.025,65102355,0,1,NA,NA,0,6765,0,0,NA,1.73,42.42,Holstein,2012,109.6,102.2,97.8,82.6,108.6,2,11.12.2016,2017-11-29,2016-12-11,353
4182908,32161,555871,2017-11-30,23,SI,44523554,12.6,4.19,3.29,4.49,8.5,0,71,2017-12-01,NA,0.021,65105988,0,1,NA,NA,0,6765,0.06,-0.02,NA,2.49,38.66,Holstein,2015,93,94.5,102.6,99,100.1,1,19.03.2017,2017-11-30,2017-03-19,256
4182938,12952,556188,2017-12-04,35,SI,44546328,17.9,3.34,3.24,4.76,8.71,0,16,2017-12-06,NA,0.027,65116674,0,2,NA,NA,0,6784,0.09,0.05,NA,4.65,26.52,Holstein,2015,129.7,125.3,89.6,91.3,118.9,1,02.04.2017,2017-12-05,2017-04-02,247
4182950,12952,556188,2017-12-04,36,SI,94546330,13.3,4.25,3.39,4.68,8.78,0,54,2017-12-06,NA,0.027,65116675,0,2,NA,NA,0,6784,0.02,-0.05,NA,2.51,39.5,Holstein,2015,121,116.6,104.7,95.1,115.5,1,22.05.2017,2017-12-05,2017-05-22,197
4182966,6993,556073,2017-12-04,38,SI,54485459,11.5,3.64,3.45,4.86,9.03,0,22,2017-12-06,NA,0.015,65115308,0,1,NA,NA,0,6780,0,0,NA,0.68,47.57,Holstein,2015,103.6,102.4,90.5,102.4,95.3,1,25.01.2017,2017-12-05,2017-01-25,314
4182969,31207,555372,2017-11-23,8,SI,84546197,6.5,5.07,3.97,4.54,9.22,0,200,2017-11-24,NA,0.016,65089830,0,2,NA,NA,0,6750,0,0,NA,1.45,36.24,Rjava,2015,116.9,118,97.6,105.6,107.8,1,19.03.2017,2017-11-23,2017-03-19,249
4182987,9345,555956,2017-12-01,21,SI,94546196,7.5,4.54,3.13,4.44,8.28,0,200,2017-12-04,NA,0.009,65107733,0,1,NA,NA,0,6771,0,0,NA,1.89,38.71,Holstein,2015,104.2,105.7,112.1,97.5,109.8,1,05.07.2017,2017-12-03,2017-07-05,151
4182991,4297,555323,2017-11-24,24,SI,74439779,12,3.89,3.68,4.61,9,0,79,2017-11-24,NA,0.018,65088882,0,1,NA,NA,0,6747,0,0,NA,1.34,43.51,Holstein,2015,105.3,102.4,86.7,105,92.9,1,07.03.2017,2017-11-23,2017-03-07,261
4183011,7133,555837,2017-11-30,20,SI,44490722,8,5.53,4.22,4.56,9.48,0,338,2017-12-01,NA,0.024,65105400,0,1,NA,NA,0,6765,0,0,NA,1.06,42.72,Lisasta,2015,112.8,118.2,104.9,112.1,116.3,1,27.03.2017,2017-11-30,2017-03-27,248
4183037,6172,555780,2017-11-30,26,SI,74491421,15,3.14,3.94,4.89,9.55,0,87,2017-12-01,NA,0.02,65104477,0,1,NA,NA,0,6765,-0.01,-0.08,NA,1.69,40.22,Lisasta,2015,116.5,117.3,93,108.3,112.4,1,15.05.2017,2017-11-30,2017-05-15,199
4183038,6172,555780,2017-11-30,25,SI,34434620,8,4.93,4.05,4.71,9.48,0,144,2017-12-01,NA,0.011,65104476,0,1,NA,NA,0,6765,0.06,-0.05,NA,0,51.99,Lisasta,2015,96.8,108.7,114.9,140,107.1,1,14.04.2017,2017-11-30,2017-04-14,230
4183041,6172,555780,2017-11-30,24,SI,84434618,12.4,3.99,3.61,4.78,9.09,0,53,2017-12-01,NA,0.019,65104475,0,1,NA,NA,0,6765,0.01,-0.06,NA,1.65,42.52,Lisasta,2015,112.2,110.3,107.6,101.8,116.5,1,30.06.2017,2017-11-30,2017-06-30,153
4183075,582,555535,2017-11-27,43,SI,24437930,9.7,4.43,3.4,4.77,8.88,0,34,2017-11-28,NA,0.024,65093761,0,2,NA,NA,0,6753,0.03,-0.1,NA,2.04,37.92,Holstein,2015,122.5,115.6,92.5,87.9,117.8,1,29.12.2016,2017-11-27,2016-12-29,333
4183083,4434,555979,2017-12-04,52,SI,54325898,11.5,4.68,3.67,4.73,9.11,0,135,2017-12-05,NA,0.012,65110475,0,1,NA,NA,0,6775,0,0,NA,1.13,46.2,Lisasta,2015,124.7,125.6,103.7,103.7,125,1,13.04.2017,2017-12-04,2017-04-13,235
4183086,4434,555979,2017-12-04,53,SI,34325900,8.8,5.16,3.89,4.38,8.98,0,175,2017-12-05,NA,0.015,65110476,0,1,NA,NA,0,6775,0,0,NA,1.05,47.13,Lisasta,2015,115.3,114.1,94.3,101.1,109.6,1,14.05.2017,2017-12-04,2017-05-14,204
4183088,4434,555979,2017-12-04,54,SI,84489601,12.8,4.6,4.01,4.42,9.14,0,449,2017-12-05,NA,0.017,65110477,0,1,NA,NA,0,6775,0,0,NA,0.51,49.58,Lisasta,2015,110.6,109.8,102.4,102.3,110.8,1,08.03.2017,2017-12-04,2017-03-08,271
4183096,4434,555979,2017-12-04,55,SI,54489604,6.6,5.3,4,4.57,9.28,0,78,2017-12-05,NA,0.021,65110478,0,1,NA,NA,0,6775,0,0,NA,0.95,45.91,Lisasta,2015,127.8,130.8,102.4,108.3,127.7,1,16.03.2017,2017-12-04,2017-03-16,263
4183112,3573,556327,2017-12-05,15,SI,64360881,6,4.5,3.06,4.91,8.68,0,28,2017-12-07,NA,0.011,65122046,0,2,NA,NA,0,6791,0,0,NA,2.59,39.7,Holstein,2015,105.2,106.2,105.9,95.3,111.1,1,01.05.2017,2017-12-06,2017-05-01,219
4183129,9302,555539,2017-11-22,10,SI,54490659,8.7,4.82,3.47,4.84,9.02,0,15,2017-11-28,NA,0.012,65093868,0,2,NA,NA,0,6753,0,0,NA,1.12,43.3,Lisasta,2015,102.3,103.3,113.5,106.5,107.5,1,14.07.2017,2017-11-27,2017-07-14,136
4183183,7840,555986,2017-12-01,12,SI,34545139,9,2.63,3.25,4.83,8.79,0,37,2017-12-05,NA,0.014,65110612,0,1,NA,NA,0,6775,0,0,NA,1.4,44.42,Lisasta,2015,105.2,104.1,97.9,99.5,100.5,1,14.09.2017,2017-12-04,2017-09-14,81
4183242,9493,556313,2017-12-06,19,SI,14488205,6,5.21,3.76,4.46,8.92,0,807,2017-12-07,NA,0.027,65120525,0,1,NA,NA,0,6784,0,-0.06,NA,1.6,41.59,Holstein,2015,101.6,106.5,99.1,111.8,101.7,1,01.07.2017,2017-12-06,2017-07-01,158
4183265,24462,556497,2017-12-07,25,SI,74434640,0,3.96,2.78,4.97,8.47,0,971,2017-12-08,NA,0.027,65126201,0,2,NA,NA,0,6795,0,0,NA,3.92,33.23,Holstein,2015,114,109,84.3,82.8,107.2,1,13.08.2017,2017-12-07,2017-08-13,116
4183544,36297,555958,2017-12-02,24,AT,519833319,10.6,5.83,3.59,4.57,8.87,0,23,2017-12-04,NA,0.025,65107775,0,2,NA,NA,0,6771,0.1,-0.05,NA,1.28,46.43,Lisasta,2012,103.4,103.5,101.3,100.6,103.6,3,20.06.2017,2017-12-03,2017-06-20,166
4183545,36297,555958,2017-12-02,25,AT,642198419,5.6,5.54,4.07,4.22,9,0,276,2017-12-04,NA,0.028,65107776,0,2,NA,NA,0,6771,0.24,0.05,NA,2.04,36.34,Lisasta,2012,109.8,113.5,108.1,113.5,110.8,3,10.04.2017,2017-12-03,2017-04-10,237
4183769,16121,556216,2017-12-05,18,SI,84442419,9,4.68,3.83,4.78,9.32,0,29,2017-12-06,NA,0.016,65117158,0,2,NA,NA,0,6784,0,0,NA,0.67,48.48,Holstein,2015,108.8,107.3,97.8,102.6,106.3,1,15.05.2017,2017-12-05,2017-05-15,204
