Herd1 Herd2 SumA
7709 99 19 20893.763433
7710 99 28 17403.701509
7711 99 35 11362.492621
7712 99 48 14380.885401
7713 99 14 10049.424424
7714 99 30 14774.219981
7715 99 67 10170.332677
7716 99 33 13889.299944
7717 99 42 11975.884952
7718 99 87 8603.537262
7719 99 65 13938.252981
7720 99 77 31035.436095
7721 99 75 11801.293284
7722 99 78 18631.744546
7723 99 13 18659.481597
7724 99 73 23518.983041
7725 99 34 16831.728354
7726 99 39 10105.333605
7727 99 89 9895.922078
7728 99 81 12257.424142
7729 99 68 15468.899165
7730 99 40 10660.954492
7731 99 91 9796.070019
7732 99 66 10885.74761
7733 99 61 17975.846918
7734 99 7 10705.054659
7735 99 46 15858.614983
7736 99 92 29805.957169
7737 99 63 24747.647634
7738 99 53 12410.872258
7739 99 41 12635.515181
7740 99 71 10593.734372
7741 99 62 12924.576075
7742 99 90 17652.149643
7743 99 26 9197.372679
7744 99 59 11797.860579
7745 99 15 9869.995016
7746 99 9 17804.867075
7747 99 36 16699.406658
7748 99 1 19266.708898
7749 99 51 17698.333233
7750 99 25 11255.520486
7751 99 94 10811.210987
7752 99 43 16387.026397
7753 99 27 13372.120587
7754 99 88 18007.230228
7755 99 57 17758.092302
7756 99 56 17783.696573
7757 99 21 8620.72648
7758 99 97 9785.286524
7759 99 76 16999.880517
7760 99 11 22273.266418
7761 99 3 14884.767943
7762 99 86 20316.090521
7763 99 18 20522.919358
7764 99 49 17956.443761
7765 99 55 19593.89924
7766 99 70 19741.756536
7767 99 80 11820.715434
7768 99 69 16174.270237
7769 99 95 8618.241313
7770 99 64 17154.01262
7771 99 8 12763.676851
7772 99 74 10282.834142
7773 99 32 18541.907111
7774 99 83 9682.122984
7775 99 29 19978.038007
7776 99 93 11328.518759
7777 99 72 14364.782187
7778 99 100 13690.453263
7779 99 99 3365.728374
7780 99 22 12996.832625
7781 99 58 15385.671002
7782 99 96 19446.64468
7783 99 17 14436.910985
7784 99 10 11976.191436
7785 99 6 16247.278383
7786 99 4 8744.80823
7787 99 5 8403.112932
7788 99 79 14123.280205
7789 99 38 17646.329378
7790 99 54 10936.478165
7791 99 47 13524.213346
7792 99 52 12742.828825
7793 99 50 29922.413177
7794 99 16 17643.789137
7795 99 85 25484.914515
7796 99 45 40975.835198
7797 99 44 21031.283972
7798 99 31 21467.994709
7799 99 2 16901.116401
7800 99 84 24419.282387
7801 99 23 16440.118949
7802 22 82 31234.83552
7803 22 20 15248.118845
7804 22 12 19060.334993
7805 22 60 13866.127425
7806 22 24 9533.779879
7807 22 98 11025.52288
7808 22 37 23213.273547
7809 22 19 20542.150026
7810 22 28 17077.330332
7811 22 35 11099.706863
7812 22 48 14081.033485
7813 22 14 9804.995291
7814 22 30 14478.296647
7815 22 67 9926.423206
7816 22 33 13603.264229
7817 22 42 11708.308116
7818 22 87 8374.849307
7819 22 65 13649.271945
7820 22 77 30602.106976
7821 22 75 11533.685359
7822 22 78 18299.218823
7823 22 13 18318.431326
7824 22 73 23146.587107
7825 22 34 16512.08477
7826 22 39 9859.911998
7827 22 89 9653.193989
7828 22 81 11981.182815
7829 22 68 15158.305209
7830 22 40 10406.910797
7831 22 91 9552.60924
7832 22 66 10634.167446
7833 22 61 17645.016223
7834 22 7 10449.388518
7835 22 46 15547.784478
7836 22 92 29385.470938
7837 22 63 24359.259024
7838 22 53 12138.937818
7839 22 41 12360.23947
7840 22 71 10340.472753
7841 22 62 12647.841474
7842 22 90 17324.605186
7843 22 26 8957.619379
7844 22 59 11531.370733
7845 22 15 9625.368223
7846 22 9 17468.713171
7847 22 36 16384.108969
7848 22 1 18927.852839
7849 22 51 17366.230103
7850 22 25 10994.865756
7851 22 94 10558.017048
7852 22 43 16073.602085
7853 22 27 13092.704673
7854 22 88 17674.825039
7855 22 57 17432.783047
7856 22 56 17455.798785
7857 22 21 8387.924086
7858 22 97 9542.4515
7859 22 76 16684.367733
7860 22 11 21899.86318
7861 22 3 14586.367186
7862 22 86 19962.265105
7863 22 18 20171.144795
7864 22 49 17635.151469
7865 22 55 19249.209224
7866 22 70 19393.762669
7867 22 80 11557.307302
7868 22 69 15867.648543
7869 22 95 8391.481189
7870 22 64 16833.219276
7871 22 8 12483.758204
7872 22 74 10031.89626
7873 22 32 18204.215151
7874 22 83 9440.121183
7875 22 29 19620.975666
7876 22 93 11071.678359
7877 22 72 14076.034535
7878 22 100 13401.446948
7879 22 99 12996.832625
7880 22 22 3224.181781
7881 22 58 15067.172968
7882 22 96 19098.918121
7883 22 17 14147.652512
7884 22 10 11708.52655
7885 22 6 15927.488836
7886 22 4 8512.807401
7887 22 5 8178.858638
7888 22 79 13833.899962
7889 22 38 17326.656225
7890 22 54 10680.736302
7891 22 47 13245.931191
7892 22 52 12470.68807
7893 22 50 29493.685321
7894 22 16 17313.914657
7895 22 85 25088.81264
7896 22 45 40482.596672
7897 22 44 20679.291801
7898 22 31 21105.919456
7899 22 2 16585.691106
7900 22 84 24033.764907
7901 22 23 16131.127808
7902 58 82 34867.465172
7903 58 20 17824.292533
7904 58 12 21916.414353
7905 58 60 16297.024953
7906 58 24 11578.144929
7907 58 98 13226.826082
7908 58 37 26343.101507
7909 58 19 23507.666097
7910 58 28 19788.251107
7911 58 35 13308.345776
7912 58 48 16555.185064
7913 58 14 11887.572926
7914 58 30 16978.660067
7915 58 67 12010.360218
7916 58 33 16027.830054
7917 58 42 13971.152456
7918 58 87 10306.491776
7919 58 65 16077.64032
7920 58 77 34199.232715
7921 58 75 13780.700892
7922 58 78 21099.030541
7923 58 13 21127.061322
7924 58 73 26279.828031
7925 58 34 19182.722442
7926 58 39 11936.326855
7927 58 89 11715.747727
7928 58 81 14270.903156
7929 58 68 17727.535839
7930 58 40 12543.450725
7931 58 91 11604.766518
7932 58 66 12792.2407
7933 58 61 20405.665575
7934 58 7 12594.743173
7935 58 46 18140.883221
7936 58 92 32906.687398
7937 58 63 27573.989098
7938 58 53 14435.550708
7939 58 41 14676.528828
7940 58 71 12474.660825
7941 58 62 14988.026988
7942 58 90 20053.676263
7943 58 26 10957.150635
7944 58 59 13776.005106
7945 58 15 11686.785421
7946 58 9 20220.338992
7947 58 36 19046.868004
7948 58 1 21769.492152
7949 58 51 20106.243053
7950 58 25 13194.542821
7951 58 94 12706.281655
7952 58 43 18703.751343
7953 58 27 15475.28454
7954 58 88 20438.657226
7955 58 57 20166.144491
7956 58 56 20203.021402
7957 58 21 10327.56073
7958 58 97 11597.666981
7959 58 76 19356.67886
7960 58 11 24972.760838
7961 58 3 17097.313579
7962 58 86 22890.228023
7963 58 18 23107.749153
7964 58 49 20378.146313
7965 58 55 22126.422737
7966 58 70 22280.720684
7967 58 80 13801.456711
7968 58 69 18479.962282
7969 58 95 10326.061442
7970 58 64 19522.46418
7971 58 8 14821.306453
7972 58 74 12138.662282
7973 58 32 21006.867136
7974 58 83 11483.035391
7975 58 29 22529.966551
7976 58 93 13269.109163
7977 58 72 16539.526534
7978 58 100 15819.22818
7979 58 99 15385.671002
7980 58 22 15067.172968
7981 58 58 4461.364478
7982 58 96 21968.359612
7983 58 17 16618.138658
7984 58 10 13972.708998
7985 58 6 18556.207901
7986 58 4 10460.101514
7987 58 5 10089.38654
7988 58 79 16278.167071
7989 58 38 20055.167058
7990 58 54 12844.673145
7991 58 47 15636.55028
7992 58 52 14796.422376
7993 58 50 33028.598728
7994 58 16 20039.200702
7995 58 85 28356.404405
7996 58 45 44577.327905
7997 58 44 23648.293205
7998 58 31 24106.103687
7999 58 2 19242.848127
8000 58 84 27227.990614
8001 58 23 18756.057793
8002 96 82 40872.662856
8003 96 20 22184.102592
8004 96 12 26726.144824
8005 96 60 20497.062643
8006 96 24 15136.973876
8007 96 98 17007.296257
8008 96 37 31606.708622
8009 96 19 28484.473742
8010 96 28 24370.670003
8011 96 35 17105.431737
8012 96 48 20762.381197
8013 96 14 15485.670652
8014 96 30 21237.572131
8015 96 67 15632.029063
8016 96 33 20174.176466
8017 96 42 17857.037519
8018 96 87 13679.829324
8019 96 65 20234.727581
8020 96 77 40143.822051
8021 96 75 17650.70758
8022 96 78 25826.696066
8023 96 13 25835.716778
8024 96 73 31530.712276
8025 96 34 23691.03118
8026 96 39 15558.099599
8027 96 89 15298.392005
8028 96 81 18205.469783
8029 96 68 22075.627408
8030 96 40 16239.591393
8031 96 91 15175.964325
8032 96 66 16525.724166
8033 96 61 25049.908463
8034 96 7 16300.510645
8035 96 46 22536.333512
8036 96 92 38759.014071
8037 96 63 32942.435848
8038 96 53 18390.544134
8039 96 41 18661.774045
8040 96 71 16160.106204
8041 96 62 19013.317469
8042 96 90 24670.921897
8043 96 26 14422.417517
8044 96 59 17642.214706
8045 96 15 15263.992288
8046 96 9 24851.082952
8047 96 36 23542.355124
8048 96 1 26567.922828
8049 96 51 24716.007795
8050 96 25 16980.808066
8051 96 94 16424.582167
8052 96 43 23171.685179
8053 96 27 19558.715489
8054 96 88 25096.703075
8055 96 57 24788.030637
8056 96 56 24836.991446
8057 96 21 13705.455514
8058 96 97 15160.699771
8059 96 76 23901.691997
8060 96 11 30098.906228
8061 96 3 21381.129892
8062 96 86 27806.440392
8063 96 18 28043.12074
8064 96 49 25030.983099
8065 96 55 26956.276504
8066 96 70 27123.644932
8067 96 80 17671.016632
8068 96 69 22925.42567
8069 96 95 13707.040565
8070 96 64 24083.213612
8071 96 8 18814.862122
8072 96 74 15780.829505
8073 96 32 25711.420288
8074 96 83 15028.861073
8075 96 29 27400.839484
8076 96 93 17069.815754
8077 96 72 20753.1724
8078 96 100 19934.680011
8079 96 99 19446.64468
8080 96 22 19098.918121
8081 96 58 21968.359612
8082 96 96 6761.126082
8083 96 17 20847.288179
8084 96 10 17855.981475
8085 96 6 22990.804138
8086 96 4 13853.289038
8087 96 5 13428.368881
8088 96 79 20466.308842
8089 96 38 24674.214435
8090 96 54 16581.056663
8091 96 47 19749.095278
8092 96 52 18800.936542
8093 96 50 38875.955711
8094 96 16 24654.871101
8095 96 85 33791.720162
8096 96 45 51340.471142
8097 96 44 28636.56595
8098 96 31 29134.641857
8099 96 2 23773.354545
8100 96 84 32562.347732
8101 96 23 23228.129205
8102 17 82 33451.502297
8103 17 20 16812.000644
8104 17 12 20801.70448
8105 17 60 15356.78848
8106 17 24 10770.196608
8107 17 98 12352.149761
8108 17 37 25126.067343
8109 17 19 22346.66046
8110 17 28 18732.140866
8111 17 35 12437.3082
8112 17 48 15583.568944
8113 17 14 11065.602672
8114 17 30 15993.937592
8115 17 67 11190.431876
8116 17 33 15077.447028
8117 17 42 13078.418261
8118 17 87 9545.385053
8119 17 65 15129.733207
8120 17 77 32789.902315
8121 17 75 12897.481391
8122 17 78 20005.31989
8123 17 13 20017.293156
8124 17 73 25060.493149
8125 17 34 18131.587531
8126 17 39 11124.564322
8127 17 89 10902.142897
8128 17 81 13370.753725
8129 17 68 16719.074964
8130 17 40 11698.508451
8131 17 91 10796.410636
8132 17 66 11949.261209
8133 17 61 19323.637471
8134 17 7 11747.811268
8135 17 46 17120.131907
8136 17 92 31531.940404
8137 17 63 26317.601795
8138 17 53 13527.422194
8139 17 41 13771.16881
8140 17 71 11634.675961
8141 17 62 14076.527821
8142 17 90 18985.450228
8143 17 26 10162.001431
8144 17 59 12890.46183
8145 17 15 10869.076523
8146 17 9 19134.341247
8147 17 36 17999.897067
8148 17 1 20655.416925
8149 17 51 19030.153565
8150 17 25 12325.600102
8151 17 94 11855.649661
8152 17 43 17677.935
8153 17 27 14539.844146
8154 17 88 19357.955475
8155 17 57 19097.629481
8156 17 56 19122.121915
8157 17 21 9558.514344
8158 17 97 10786.057639
8159 17 76 18316.226961
8160 17 11 23778.087728
8161 17 3 16115.905219
8162 17 86 21745.788787
8163 17 18 21960.19801
8164 17 49 19306.170559
8165 17 55 20993.067719
8166 17 70 21145.126101
8167 17 80 12919.34845
8168 17 69 17455.361558
8169 17 95 9559.789892
8170 17 64 18471.729434
8171 17 8 13896.74644
8172 17 74 11308.509836
8173 17 32 19903.750921
8174 17 83 10677.384436
8175 17 29 21385.057627
8176 17 93 12404.901621
8177 17 72 15572.737218
8178 17 100 14862.752573
8179 17 99 14436.910985
8180 17 22 14147.652512
8181 17 58 16618.138658
8182 17 96 20847.288179
8183 17 17 3962.75737
8184 17 10 13075.830108
8185 17 6 17519.898075
8186 17 4 9690.498126
8187 17 5 9335.007696
8188 17 79 15326.66331
8189 17 38 18996.045797
8190 17 54 11991.782472
8191 17 47 14705.351126
8192 17 52 13887.548935
8193 17 50 31648.225196
8194 17 16 18977.206198
8195 17 85 27080.239384
8196 17 45 42989.296654
8197 17 44 22487.887115
8198 17 31 22933.540037
8199 17 2 18207.036012
8200 17 84 25976.105076
8201 17 23 17731.663998
8202 10 82 29636.336824
8203 10 20 14147.607481
8204 10 12 17815.988507
8205 10 60 12801.450683
8206 10 24 8659.205464
8207 10 98 10089.078081
8208 10 37 21830.971002
8209 10 19 19246.578718
8210 10 28 15905.485411
8211 10 35 10159.242316
8212 10 48 13017.471438
8213 10 14 8921.827544
8214 10 30 13398.857583
8215 10 67 9036.784958
8216 10 33 12558.815282
8217 10 42 10743.905077
8218 10 87 7561.29949
8219 10 65 12598.79083
8220 10 77 29023.330091
8221 10 75 10571.961867
8222 10 78 17079.36333
8223 10 13 17107.390588
8224 10 73 21767.837868
8225 10 34 15362.950461
8226 10 39 8969.231547
8227 10 89 8774.636107
8228 10 81 10999.070991
8229 10 68 14051.645976
8230 10 40 9490.503709
8231 10 91 8680.818396
8232 10 66 9712.335679
8233 10 61 16447.0753
8234 10 7 9533.09057
8235 10 46 14429.486697
8236 10 92 27833.710091
8237 10 63 22950.32134
8238 10 53 11146.966506
8239 10 41 11365.94412
8240 10 71 9433.179953
8241 10 62 11635.927277
8242 10 90 16138.539099
8243 10 26 8119.586753
8244 10 59 10571.196333
8245 10 15 8750.122521
8246 10 9 16283.914254
8247 10 36 15238.286057
8248 10 1 17689.725547
8249 10 51 16185.603302
8250 10 25 10056.995695
8251 10 94 9638.950213
8252 10 43 14938.549442
8253 10 27 12066.464517
8254 10 88 16481.961716
8255 10 57 16242.712143
8256 10 56 16267.506988
8257 10 21 7571.570166
8258 10 97 8668.54269
8259 10 76 15519.301865
8260 10 11 20564.637055
8261 10 3 13502.144876
8262 10 86 18689.871246
8263 10 18 18893.773769
8264 10 49 16437.384682
8265 10 55 17998.263036
8266 10 70 18149.227191
8267 10 80 10593.730106
8268 10 69 14729.821082
8269 10 95 7575.623533
8270 10 64 15668.208905
8271 10 8 11487.884722
8272 10 74 9140.415546
8273 10 32 16995.896728
8274 10 83 8570.295473
8275 10 29 18361.364172
8276 10 93 10128.593792
8277 10 72 13013.039747
8278 10 100 12365.306851
8279 10 99 11976.191436
8280 10 22 11708.52655
8281 10 58 13972.708998
8282 10 96 17855.981475
8283 10 17 13075.830108
8284 10 10 2726.195658
8285 10 6 14796.364745
8286 10 4 7689.631353
8287 10 5 7374.950968
8288 10 79 12781.823565
8289 10 38 16146.476296
8290 10 54 9759.462603
8291 10 47 12213.459309
8292 10 52 11466.465813
8293 10 50 27949.467126
8294 10 16 16129.47604
8295 10 85 23664.409111
8296 10 45 38655.942394
8297 10 44 19387.037922
8298 10 31 19795.627634
8299 10 2 15427.92159
8300 10 84 22641.748682
8301 10 23 14987.82874
8302 6 82 36165.515565
8303 6 20 18749.579646
8304 6 12 22946.450802
8305 6 60 17194.088049
8306 6 24 12334.863546
8307 6 98 14026.706328
8308 6 37 27472.91103
8309 6 19 24566.079596
8310 6 28 20770.641234
8311 6 35 14112.067236
8312 6 48 17459.214065
8313 6 14 12647.935355
8314 6 30 17887.877051
8315 6 67 12779.072393
8316 6 33 16914.713071
8317 6 42 14793.753688
8318 6 87 11019.146447
8319 6 65 16967.756067
8320 6 77 35475.585885
8321 6 75 14602.383989
8322 6 78 22107.93211
8323 6 13 22139.753791
8324 6 73 27410.130007
8325 6 34 20144.969097
8326 6 39 12706.735425
8327 6 89 12471.534193
8328 6 81 15102.381565
8329 6 68 18648.375611
8330 6 40 13326.422017
8331 6 91 12355.657781
8332 6 66 13584.455773
8333 6 61 21398.334015
8334 6 7 13369.455431
8335 6 46 19080.119878
8336 6 92 34158.016474
8337 6 63 28723.607963
8338 6 53 15266.470545
8339 6 41 15527.043033
8340 6 71 13249.290963
8341 6 62 15848.740224
8342 6 90 21042.458387
8343 6 26 11682.63969
8344 6 59 14599.608123
8345 6 15 12441.440513
8346 6 9 21208.349489
8347 6 36 20000.589633
8348 6 1 22800.025445
8349 6 51 21091.630525
8350 6 25 13989.065114
8351 6 94 13498.862367
8352 6 43 19660.994061
8353 6 27 16341.344562
8354 6 88 21432.485164
8355 6 57 21157.254419
8356 6 56 21176.283486
8357 6 21 11031.282076
8358 6 97 12347.641628
8359 6 76 20327.57661
8360 6 11 26057.429535
8361 6 3 18008.820956
8362 6 86 23939.454934
8363 6 18 24157.833307
8364 6 49 21379.262903
8365 6 55 23156.142923
8366 6 70 23321.705428
8367 6 80 14623.815565
8368 6 69 19416.986858
8369 6 95 11031.914865
8370 6 64 20496.31192
8371 6 8 15663.288042
8372 6 74 12906.102461
8373 6 32 22018.953166
8374 6 83 12235.577863
8375 6 29 23574.640875
8376 6 93 14073.672716
8377 6 72 17441.521201
8378 6 100 16693.173118
8379 6 99 16247.278383
8380 6 22 15927.488836
8381 6 58 18556.207901
8382 6 96 22990.804138
8383 6 17 17519.898075
8384 6 10 14796.364745
8385 6 6 4931.107622
8386 6 4 11174.192552
8387 6 5 10791.908597
8388 6 79 17176.484294
8389 6 38 21036.582649
8390 6 54 13637.030824
8391 6 47 16515.475881
8392 6 52 15638.651326
8393 6 50 34289.263171
8394 6 16 21029.893643
8395 6 85 29522.993748
8396 6 45 46058.728071
8397 6 44 24717.849065
8398 6 31 25189.217984
8399 6 2 20223.080676
8400 6 84 28372.975929
8401 6 23 19715.872817
8402 4 82 24416.109278
8403 4 20 10613.601555
8404 4 12 13826.263453
8405 4 60 9455.971326
8406 4 24 5949.916848
8407 4 98 7143.460708
8408 4 37 17383.975166
8409 4 19 15085.430927
8410 4 28 12152.352097
8411 4 35 7200.591465
8412 4 48 9641.854034
8413 4 14 6169.187951
8414 4 30 9965.665403
8415 4 67 6264.139107
8416 4 33 9244.603728
8417 4 42 7699.22972
8418 4 87 5047.247251
8419 4 65 9280.230922
8420 4 77 23852.643033
8421 4 75 7552.45112
8422 4 78 13176.516727
8423 4 13 13200.605049
8424 4 73 17325.682863
8425 4 34 11669.113616
8426 4 39 6210.095958
8427 4 89 6044.430748
8428 4 81 7917.610446
8429 4 68 10534.524254
8430 4 40 6647.06169
8431 4 91 5966.319024
8432 4 66 6826.423994
8433 4 61 12620.378174
8434 4 7 6680.307502
8435 4 46 10859.630576
8436 4 92 22775.012815
8437 4 63 18383.700453
8438 4 53 8041.084285
8439 4 41 8226.440272
8440 4 71 6594.070655
8441 4 62 8459.186659
8442 4 90 12348.635825
8443 4 26 5499.375714
8444 4 59 7548.160561
8445 4 15 6025.897686
8446 4 9 12472.609034
8447 4 36 11556.798434
8448 4 1 13700.799326
8449 4 51 12391.876205
8450 4 25 7116.004995
8451 4 94 6763.498012
8452 4 43 11296.402132
8453 4 27 8816.988097
8454 4 88 12642.19354
8455 4 57 12438.844923
8456 4 56 12460.737259
8457 4 21 5055.593521
8458 4 97 5958.019111
8459 4 76 11806.842139
8460 4 11 16258.744848
8461 4 3 10051.532842
8462 4 86 14593.832838
8463 4 18 14763.926517
8464 4 49 12602.316978
8465 4 55 13975.199761
8466 4 70 14104.995577
8467 4 80 7569.203351
8468 4 69 11117.899398
8469 4 95 5052.578856
8470 4 64 11931.100325
8471 4 8 8321.733041
8472 4 74 6345.944375
8473 4 32 13096.659445
8474 4 83 5874.135708
8475 4 29 14301.389097
8476 4 93 7179.388416
8477 4 72 9628.478012
8478 4 100 9074.484054
8479 4 99 8744.80823
8480 4 22 8512.807401
8481 4 58 10460.101514
8482 4 96 13853.289038
8483 4 17 9690.498126
8484 4 10 7689.631353
8485 4 6 11174.192552
8486 4 4 1316.111623
8487 4 5 4890.583128
8488 4 79 9430.816255
8489 4 38 12349.268139
8490 4 54 6862.025708
8491 4 47 8941.599387
8492 4 52 8311.306593
8493 4 50 22874.449469
8494 4 16 12347.269027
8495 4 85 19018.671982
8496 4 45 32653.962349
8497 4 44 15205.493748
8498 4 31 15573.954397
8499 4 2 11726.324602
8500 4 84 18100.230081
8501 4 23 11344.872796
8502 5 82 23840.493697
8503 5 20 10240.779598
8504 5 12 13396.284985
8505 5 60 9099.849604
8506 5 24 5671.278307
8507 5 98 6838.815192
8508 5 37 16903.632128
8509 5 19 14645.807827
8510 5 28 11744.695904
8511 5 35 6895.931184
8512 5 48 9287.94392
8513 5 14 5889.528751
8514 5 30 9600.456743
8515 5 67 5974.411844
8516 5 33 8893.315704
8517 5 42 7386.895641
8518 5 87 4796.335296
8519 5 65 8936.308583
8520 5 77 23285.967077
8521 5 75 7237.451129
8522 5 78 12755.114424
8523 5 13 12776.427325
8524 5 73 16845.497168
8525 5 34 11275.548881
8526 5 39 5923.528426
8527 5 89 5764.059058
8528 5 81 7595.151904
8529 5 68 10161.966874
8530 5 40 6344.932697
8531 5 91 5685.188999
8532 5 66 6529.833992
8533 5 61 12217.648042
8534 5 7 6381.732742
8535 5 46 10479.031497
8536 5 92 22222.420405
8537 5 63 17881.374908
8538 5 53 7710.904006
8539 5 41 7904.123301
8540 5 71 6298.018509
8541 5 62 8122.830651
8542 5 90 11949.543621
8543 5 26 5232.750769
8544 5 59 7232.521734
8545 5 15 5741.547633
8546 5 9 12069.986536
8547 5 36 11166.517773
8548 5 1 13279.009779
8549 5 51 11987.871473
8550 5 25 6812.317416
8551 5 94 6467.953717
8552 5 43 10911.957881
8553 5 27 8484.566831
8554 5 88 12244.774968
8555 5 57 12037.166476
8556 5 56 12056.817814
8557 5 21 4798.539412
8558 5 97 5681.285089
8559 5 76 11413.864361
8560 5 11 15803.876357
8561 5 3 9692.987483
8562 5 86 14153.484575
8563 5 18 14325.785755
8564 5 49 12202.50968
8565 5 55 13551.309845
8566 5 70 13684.141796
8567 5 80 7258.719367
8568 5 69 10737.766975
8569 5 95 4803.234996
8570 5 64 11534.874444
8571 5 8 7992.28156
8572 5 74 6058.00068
8573 5 32 12676.055214
8574 5 83 5600.957516
8575 5 29 13868.762049
8576 5 93 6870.100831
8577 5 72 9273.054519
8578 5 100 8731.650723
8579 5 99 8403.112932
8580 5 22 8178.858638
8581 5 58 10089.38654
8582 5 96 13428.368881
8583 5 17 9335.007696
8584 5 10 7374.950968
8585 5 6 10791.908597
8586 5 4 4890.583128
8587 5 5 1187.587407
8588 5 79 9081.623389
8589 5 38 11949.491235
8590 5 54 6563.406803
8591 5 47 8607.841283
8592 5 52 7977.104169
8593 5 50 22318.071643
8594 5 16 11935.916634
8595 5 85 18513.64457
8596 5 45 31983.358669
8597 5 44 14749.702958
8598 5 31 15113.093255
8599 5 2 11327.046368
8600 5 84 17604.097552
8601 5 23 10947.462831
8602 79 82 32963.256502
8603 79 20 16467.906231
8604 79 12 20414.587427
8605 79 60 15026.9056
8606 79 24 10497.167965
8607 79 98 12061.567727
8608 79 37 24700.203213
8609 79 19 21941.217859
8610 79 28 18370.552722
8611 79 35 12138.200565
8612 79 48 15254.735398
8613 79 14 10782.827578
8614 79 30 15660.277041
8615 79 67 10911.825494
8616 79 33 14752.479449
8617 79 42 12772.341565
8618 79 87 9290.678987
8619 79 65 14802.856988
8620 79 77 32309.000462
8621 79 75 12600.442285
8622 79 78 19629.310802
8623 79 13 19646.846382
8624 79 73 24637.673962
8625 79 34 17781.434592
8626 79 39 10846.230409
8627 79 89 10625.99233
8628 79 81 13062.597221
8629 79 68 16370.259153
8630 79 40 11412.03652
8631 79 91 10525.744006
8632 79 66 11659.991103
8633 79 61 18949.880963
8634 79 7 11462.76998
8635 79 46 16774.919687
8636 79 92 31059.457152
8637 79 63 25886.243707
8638 79 53 13223.358012
8639 79 41 13459.782178
8640 79 71 11346.676425
8641 79 62 13761.673776
8642 79 90 18621.674864
8643 79 26 9898.378782
8644 79 59 12594.313522
8645 79 15 10598.658655
8646 79 9 18779.274044
8647 79 36 17647.808197
8648 79 1 20279.13005
8649 79 51 18672.439151
8650 79 25 12037.953272
8651 79 94 11575.477761
8652 79 43 17334.767953
8653 79 27 14222.398836
8654 79 88 18996.348967
8655 79 57 18735.093877
8656 79 56 18753.299237
8657 79 21 9300.314232
8658 79 97 10511.739239
8659 79 76 17956.758843
8660 79 11 23366.869361
8661 79 3 15786.420526
8662 79 86 21361.228726
8663 79 18 21573.957875
8664 79 49 18942.382044
8665 79 55 20608.529199
8666 79 70 20771.818199
8667 79 80 12621.508855
8668 79 69 17107.285686
8669 79 95 9301.916358
8670 79 64 18116.274828
8671 79 8 13589.890287
8672 79 74 11033.192561
8673 79 32 19540.690003
8674 79 83 10406.899588
8675 79 29 21008.531855
8676 79 93 12112.17823
8677 79 72 15254.856118
8678 79 100 14551.090295
8679 79 99 14123.280205
8680 79 22 13833.899962
8681 79 58 16278.167071
8682 79 96 20466.308842
8683 79 17 15326.66331
8684 79 10 12781.823565
8685 79 6 17176.484294
8686 79 4 9430.816255
8687 79 5 9081.623389
8688 79 79 3799.633862
8689 79 38 18626.10881
8690 79 54 11707.126916
8691 79 47 14393.052065
8692 79 52 13575.472521
8693 79 50 31184.778065
8694 79 16 18619.821072
8695 79 85 26651.348238
8696 79 45 42447.902475
8697 79 44 22094.968574
8698 79 31 22536.525554
8699 79 2 17862.842234
8700 79 84 25566.307664
8701 79 23 17385.91588
8702 38 82 38244.874465
8703 38 20 20262.450336
8704 38 12 24616.988576
8705 38 60 18655.392193
8706 38 24 13560.653354
8707 38 98 15334.783326
8708 38 37 29306.125382
8709 38 19 26292.37578
8710 38 28 22360.174112
8711 38 35 15426.138535
8712 38 48 18907.652892
8713 38 14 13893.032492
8714 38 30 19362.233768
8715 38 67 14039.469657
8716 38 33 18354.37517
8717 38 42 16136.12879
8718 38 87 12181.040025
8719 38 65 18413.103237
8720 38 77 37544.425321
8721 38 75 15940.388965
8722 38 78 23752.882672
8723 38 13 23768.470557
8724 38 73 29235.636916
8725 38 34 21710.222684
8726 38 39 13952.928934
8727 38 89 13711.505165
8728 38 81 16463.81038
8729 38 68 20160.94871
8730 38 40 14603.385856
8731 38 91 13594.632704
8732 38 66 14879.102539
8733 38 61 23008.722775
8734 38 7 14658.881756
8735 38 46 20601.843534
8736 38 92 36196.421878
8737 38 63 30590.902323
8738 38 53 16638.457868
8739 38 41 16903.213716
8740 38 71 14537.375139
8741 38 62 17245.282693
8742 38 90 22632.200588
8743 38 26 12884.721385
8744 38 59 15932.487217
8745 38 15 13674.057884
8746 38 9 22795.995449
8747 38 36 21569.58057
8748 38 1 24466.230423
8749 38 51 22685.798948
8750 38 25 15308.983389
8751 38 94 14783.591958
8752 38 43 21211.905461
8753 38 27 17759.574432
8754 38 88 23051.30157
8755 38 57 22757.479595
8756 38 56 22797.312722
8757 38 21 12203.219332
8758 38 97 13579.930451
8759 38 76 21905.634325
8760 38 11 27848.853005
8761 38 3 19500.497368
8762 38 86 25644.244218
8763 38 18 25880.013128
8764 38 49 22993.977559
8765 38 55 24830.770578
8766 38 70 24991.473207
8767 38 80 15963.972381
8768 38 69 20971.638516
8769 38 95 12206.029538
8770 38 64 22084.875316
8771 38 8 17058.303102
8772 38 74 14172.714855
8773 38 32 23644.965428
8774 38 83 13459.985048
8775 38 29 25262.440982
8776 38 93 15390.832894
8777 38 72 18900.879446
8778 38 100 18118.177391
8779 38 99 17646.329378
8780 38 22 17326.656225
8781 38 58 20055.167058
8782 38 96 24674.214435
8783 38 17 18996.045797
